"id","passerine_non_passerine","order","family_name_latin","family_name_common","taxonomy","scientific_name","common_name","diet_invertebrate","diet_vert_endo","diet_vert_ecto","diet_vert_fish","diet_vert_unknown","diet_scavenger","diet_fruit","diet_nectar","diet_seed","diet_other_plant","diet_category","diet_data_source","diet_certainty","foraging_below_water","foraging_around_surf","foraging_ground","foraging_understory","foraging_midheight","foraging_canopy","foraging_aerial","foraging_data_source","is_noctural","body_mass_value","body_mass_data_source","body_mass_spec_level","body_mass_comments","foraging_spec_level","comments","is_pelagic_specialist","bl_family_sequence_id","foraging_data_entered_by","diet_data_entered_by"
10824,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Acrocephalus brevipennis","Cape Verde Warbler",90,0,0,0,0,0,10,0,0,0,"Invertebrate","Ref_11","A",0,0,0,20,80,0,0,"Ref_11",FALSE,16,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10825,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Acrocephalus gracilirostris","Lesser Swamp-warbler",80,0,20,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A",0,20,20,60,0,0,0,"Ref_11",FALSE,14.4,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10826,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Acrocephalus newtoni","Madagascar Swamp-warbler",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A",0,0,0,100,0,0,0,"Ref_11",FALSE,17,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10827,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Acrocephalus aedon","Thick-billed Warbler",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A",0,0,0,50,50,0,0,"Ref_11",FALSE,22.4,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10829,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Acrocephalus rodericanus","Rodrigues Warbler",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A",0,0,0,0,20,80,0,"Ref_11",FALSE,11.8,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10831,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Acrocephalus sechellensis","Seychelles Warbler",90,0,10,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A",0,0,0,30,40,30,0,"Ref_11",FALSE,15.87,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10836,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Hippolais caligata","Booted Warbler",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A",0,0,50,50,0,0,0,"Ref_11",FALSE,8.9,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10837,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Hippolais rama","Sykes's Warbler",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A",0,0,50,50,0,0,0,"Ref_11",FALSE,9.3,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10838,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Hippolais pallida","Eastern Olivaceous Warbler",80,0,0,0,0,0,20,0,0,0,"Invertebrate","Ref_11","A",0,0,10,30,30,30,0,"Ref_11",FALSE,9,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10839,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Hippolais languida","Upcher's Warbler",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A",0,0,0,20,40,40,0,"Ref_11",FALSE,12,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10840,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Hippolais olivetorum","Olive-tree Warbler",80,0,0,0,0,0,20,0,0,0,"Invertebrate","Ref_11","A",0,0,0,0,50,50,0,"Ref_11",FALSE,17.5,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10841,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Hippolais polyglotta","Melodious Warbler",80,0,0,0,0,0,20,0,0,0,"Invertebrate","Ref_11","A",0,0,0,40,20,40,0,"Ref_11",FALSE,11,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10842,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Hippolais icterina","Icterine Warbler",80,0,0,0,0,0,20,0,0,0,"Invertebrate","Ref_11","A",0,0,0,0,20,80,0,"Ref_11",FALSE,13.2,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10844,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Chloropeta natalensis","Yellow Flycatcher-warbler",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A",0,0,0,33,33,33,0,"Ref_11",FALSE,11.7,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10845,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Chloropeta similis","Mountain Flycatcher-warbler",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A",0,0,0,33,33,33,0,"Ref_11",FALSE,11.1,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10846,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Chloropeta gracilirostris","Papyrus Yellow Warbler",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A",0,0,0,40,30,30,0,"Ref_11",FALSE,10.8,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10851,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Artisornis metopias","African Tailorbird",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A",0,0,0,100,0,0,0,"Ref_11",FALSE,8.4,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10852,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Orthotomus cuculatus","Mountain Tailorbird",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A",0,0,0,30,70,0,0,"Ref_11",FALSE,5.9,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10853,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Orthotomus heterolaemus","Rufous-headed Tailorbird",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","B",0,0,0,30,70,0,0,"Ref_11",FALSE,8.3,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10854,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Orthotomus sutorius","Common Tailorbird",90,0,0,0,0,0,0,10,0,0,"Invertebrate","Ref_11","A",0,0,33,33,33,0,0,"Ref_11",FALSE,7.5,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10855,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Orthotomus atrogularis","Dark-necked Tailorbird",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A",0,0,0,60,40,0,0,"Ref_11",FALSE,7.68,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10856,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Orthotomus castaneiceps","Philippine Tailorbird",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A",0,0,0,80,20,0,0,"Ref_11",FALSE,12.84,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10857,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Orthotomus frontalis","Rufous-fronted Tailorbird",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A",0,0,0,80,20,0,0,"Ref_11",FALSE,7.98,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10858,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Orthotomus derbianus","Grey-backed Tailorbird",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A",0,0,0,80,20,0,0,"Ref_11",FALSE,10.7,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10859,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Orthotomus sericeus","Rufous-tailed Tailorbird",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A",0,0,80,20,0,0,0,"Ref_11",FALSE,10.8,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10860,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Orthotomus ruficeps","Ashy Tailorbird",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A",0,0,0,33,33,33,0,"Ref_11",FALSE,8.1,"GenAvg",FALSE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10861,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Orthotomus sepium","Olive-backed Tailorbird",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A",0,0,0,33,33,33,0,"Ref_11",FALSE,8.4,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10862,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Orthotomus samarensis","Yellow-breasted Tailorbird",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A",0,0,0,100,0,0,0,"Ref_11",FALSE,8.93,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10863,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Orthotomus nigriceps","Black-headed Tailorbird",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A",0,0,0,100,0,0,0,"Ref_11",FALSE,9.8,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10864,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Orthotomus cinereiceps","White-eared Tailorbird",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A",0,0,0,100,0,0,0,"Ref_11",FALSE,9,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10867,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Eremomela icteropygialis","Yellow-bellied Eremomela",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A",0,0,10,30,30,30,0,"Ref_11",FALSE,7.54,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10868,"Passeriformes","Passeriformes","Cisticolidae","Cisticolas and allies","IOC27","Eremomela salvadorii","Salvadori's Eremomela",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A",0,0,10,30,30,30,0,"Ref_11",FALSE,8.31,"GenAvg",FALSE,,TRUE,,FALSE,159,"Jessica","Jennifer"
10869,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Eremomela flavicrissalis","Yellow-vented Eremomela",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A",0,0,0,50,0,50,0,"Ref_11",FALSE,4.5,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10870,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Eremomela pusilla","Senegal Eremomela",90,0,0,0,0,0,10,0,0,0,"Invertebrate","Ref_11","A",0,0,0,0,0,100,0,"Ref_11",FALSE,6.2,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10871,"Passeriformes","Passeriformes","Cisticolidae","Cisticolas and allies","IOC27","Eremomela canescens","Green-backed Eremomela",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A",0,0,0,50,0,50,0,"Ref_11",FALSE,6.92,"Dunning08",TRUE,,TRUE,,FALSE,159,"Jessica","Jennifer"
10872,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Eremomela scotops","Greencap Eremomela",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A",0,0,0,20,0,80,0,"Ref_11",FALSE,8.99,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10873,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Eremomela gregalis","Yellow-rumped Eremomela",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A",0,0,50,50,0,0,0,"Ref_11",FALSE,6.8,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10874,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Eremomela badiceps","Rufous-crowned Eremomela",80,0,0,0,0,0,10,0,10,0,"Invertebrate","Ref_11","A",0,0,0,33,33,33,0,"Ref_11",FALSE,10.59,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10875,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Eremomela turneri","Turner's Eremomela",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A",0,0,0,0,0,100,0,"Ref_11",FALSE,7.34,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10876,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Eremomela atricollis","Black-necked Eremomela",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A",0,0,0,0,0,100,0,"Ref_11",FALSE,10.2,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10877,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Eremomela usticollis","Burnt-neck Eremomela",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A",0,0,0,0,0,100,0,"Ref_11",FALSE,8.39,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10878,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Randia pseudozosterops","Rand's Warbler",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A",0,0,0,0,80,20,0,"Ref_11",FALSE,11,"PrimScale",TRUE,"MarceloR",TRUE,,FALSE,161,"Jessica","Jennifer"
10882,"Passeriformes","Passeriformes","Vangidae","Vangas","BL3","Newtonia amphichroa","Dark Newtonia",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A",0,0,0,100,0,0,0,"Ref_11",FALSE,12.3,"Dunning08",TRUE,,TRUE,,FALSE,131,"Jessica","Jennifer"
10883,"Passeriformes","Passeriformes","Vangidae","Vangas","BL3","Newtonia brunneicauda","Common Newtonia",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A",0,0,0,33,33,33,0,"Ref_11",FALSE,10.1,"Dunning08",TRUE,,TRUE,,FALSE,131,"Jessica","Jennifer"
10884,"Passeriformes","Passeriformes","Vangidae","Vangas","BL3","Newtonia archboldi","Archbold's Newtonia",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A",0,0,0,100,0,0,0,"Ref_11",FALSE,7.8,"Dunning08",TRUE,,TRUE,,FALSE,131,"Jessica","Jennifer"
10885,"Passeriformes","Passeriformes","Vangidae","Vangas","BL3","Newtonia fanovanae","Red-tailed Newtonia",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A",0,0,0,0,0,100,0,"Ref_11",FALSE,12.7,"Dunning08",TRUE,,TRUE,,FALSE,131,"Jessica","Jennifer"
10888,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Sylvietta virens","Green Crombec",80,0,0,0,0,0,10,0,10,0,"Invertebrate","Ref_11","A",0,0,40,40,20,0,0,"Ref_11",FALSE,8.4,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10889,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Sylvietta denti","Lemon-bellied Crombec",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A",0,0,0,0,0,100,0,"Ref_11",FALSE,8.4,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10891,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Sylvietta leucophrys","White-browed Crombec",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A",0,0,40,40,20,0,0,"Ref_11",FALSE,11.34,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10892,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Sylvietta brachyura","Northern Crombec",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A",0,0,0,0,0,100,0,"Ref_11",FALSE,8.1,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10893,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Sylvietta philippae","Short-billed Crombec",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A",0,0,0,100,0,0,0,"Ref_11",FALSE,8.6,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10894,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Sylvietta ruficapilla","Red-capped Crombec",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A",0,0,0,20,0,80,0,"Ref_11",FALSE,11.1,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10895,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Sylvietta whytii","Red-faced Crombec",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A",0,0,0,0,60,40,0,"Ref_11",FALSE,9.9,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10896,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Sylvietta isabellina","Somali Crombec",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A",0,0,0,30,70,0,0,"Ref_11",FALSE,10,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10897,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Sylvietta rufescens","Cape Crombec",90,0,0,0,0,0,0,0,10,0,"Invertebrate","Ref_11","A",0,0,0,80,20,0,0,"Ref_11",FALSE,11.6,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10901,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Hemitesia neumanni","Neumann's Warbler",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","B",0,0,50,50,0,0,0,"Ref_11",FALSE,14.2,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10903,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Macrosphenus kempi","Kemp's Longbill",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A",0,0,0,80,20,0,0,"Ref_11",FALSE,12.62,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10904,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Macrosphenus flavicans","Yellow Longbill",80,0,0,0,0,0,20,0,0,0,"Invertebrate","Ref_11","A",0,0,0,40,60,0,0,"Ref_11",FALSE,13.36,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10905,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Macrosphenus concolor","Grey Longbill",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A",0,0,0,40,60,0,0,"Ref_11",FALSE,13.9,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10906,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Macrosphenus pulitzeri","Pulitzer's Longbill",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A",0,0,0,80,20,0,0,"Ref_11",FALSE,11.68,"PrimScale",TRUE,"MarceloR",TRUE,,FALSE,161,"Jessica","Jennifer"
10907,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Macrosphenus kretschmeri","Kretschmer's Longbill",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A",0,0,50,50,0,0,0,"Ref_11",FALSE,20,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10909,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Amaurocichla bocagei","Sao Tome Short-tail",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A",0,0,80,20,0,0,0,"Ref_11",FALSE,7,"PrimScale",TRUE,"MarceloR",TRUE,,FALSE,161,"Jessica","Jennifer"
10911,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Hylia prasina","Green Hylia",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A",0,0,20,60,20,0,0,"Ref_11",FALSE,13.06,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10915,"Passeriformes","Passeriformes","Aegithalidae","Long-tailed Tits","BL3","Leptopoecile sophiae","White-browed Tit-warbler",80,0,0,0,0,0,10,0,10,0,"Invertebrate","Ref_13","A",0,0,0,50,40,10,0,"Genus",FALSE,6.9,"Dunning08",TRUE,,FALSE,,FALSE,157,"Walter","Carolina"
10916,"Passeriformes","Passeriformes","Aegithalidae","Long-tailed Tits","BL3","Leptopoecile elegans","Crested Tit-warbler",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_13","A",0,0,0,50,40,10,0,"Genus",FALSE,6.21,"Dunning08",TRUE,,FALSE,,FALSE,157,"Walter","Carolina"
10921,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Phylloscopus laetus","Red-faced Woodland-warbler",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A",0,0,0,33,33,33,0,"Ref_11",FALSE,9.54,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10922,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Phylloscopus laurae","Laura's Woodland-warbler",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A",0,0,0,0,60,40,0,"Ref_11",FALSE,8.5,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10923,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Phylloscopus ruficapilla","Yellow-throated Woodland-warbler",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A",0,0,0,33,33,33,0,"Ref_11",FALSE,7.7,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10924,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Phylloscopus herberti","Black-capped Woodland-warbler",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","C",0,0,0,30,30,40,0,"Ref_11",FALSE,8.9,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10925,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Phylloscopus budongoensis","Uganda Woodland-warbler",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","C",0,0,0,0,60,40,0,"Ref_11",FALSE,8.2,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10926,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Phylloscopus umbrovirens","Brown Woodland-warbler",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A",0,0,0,0,100,0,0,"Ref_11",FALSE,8.6,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10927,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Phylloscopus trochilus","Willow Warbler",80,0,0,0,0,0,10,0,10,0,"Invertebrate","Ref_11","A",0,0,0,0,30,70,0,"Ref_11",FALSE,8.7,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10929,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Phylloscopus collybita","Common Chiffchaff",80,0,0,0,0,0,10,0,10,0,"Invertebrate","Ref_11","A",0,0,25,25,25,25,0,"Ref_11",FALSE,8.3,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10932,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Phylloscopus sindianus","Mountain Chiffchaff",90,0,0,0,0,0,10,0,0,0,"Invertebrate","Ref_11","B",0,0,20,40,40,0,0,"Ref_11",FALSE,7.51,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10936,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Phylloscopus neglectus","Plain Leaf-warbler",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A",0,0,0,33,33,33,0,"Ref_11",FALSE,5.3,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10937,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Phylloscopus bonelli","Bonelli's Warbler",90,0,0,0,0,0,10,0,0,0,"Invertebrate","Ref_11","A",0,0,0,20,0,80,0,"Ref_11",FALSE,8.69,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10940,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","IOC27","Phylloscopus orientalis","Eastern Bonelli's Warbler",90,0,0,0,0,0,10,0,0,0,"Invertebrate","Ref_11","A",0,0,0,20,0,80,0,"Ref_11",FALSE,8.5,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10941,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Phylloscopus sibilatrix","Wood Warbler",80,0,0,0,0,0,20,0,0,0,"Invertebrate","Ref_11","A",0,0,0,50,0,50,0,"Ref_11",FALSE,9.2,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10942,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Phylloscopus fuscatus","Dusky Warbler",80,0,0,0,0,0,0,0,20,0,"Invertebrate","Ref_11","A",0,0,0,50,50,0,0,"Ref_11",FALSE,8.74,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10943,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Phylloscopus fuligiventer","Smoky Warbler",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A",0,0,50,50,0,0,0,"Ref_11",FALSE,8.83,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10944,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Phylloscopus affinis","Tickell's Leaf-warbler",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A",0,0,50,50,0,0,0,"Ref_11",FALSE,6.96,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
10945,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Phylloscopus subaffinis","Buff-throated Warbler",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","D1",0,0,30,10,30,30,0,"Genus",FALSE,6.2,"Dunning08",TRUE,,FALSE,,FALSE,161,"Walter","Jennifer"
10946,"Passeriformes","Passeriformes","Sylviidae","Old World warblers","BL3","Phylloscopus griseolus","Sulphur-bellied Warbler",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A",0,0,100,0,0,0,0,"Ref_11",FALSE,7.6,"Dunning08",TRUE,,TRUE,,FALSE,161,"Jessica","Jennifer"
