"id","passerine_non_passerine","order","family_name_latin","family_name_common","taxonomy","scientific_name","common_name","diet_invertebrate","diet_vert_endo","diet_vert_ecto","diet_vert_fish","diet_vert_unknown","diet_scavenger","diet_fruit","diet_nectar","diet_seed","diet_other_plant","diet_category","diet_data_source","diet_certainty","foraging_below_water","foraging_around_surf","foraging_ground","foraging_understory","foraging_midheight","foraging_canopy","foraging_aerial","foraging_data_source","is_noctural","body_mass_value","body_mass_data_source","body_mass_spec_level","body_mass_comments","foraging_spec_level","comments","is_pelagic_specialist","bl_family_sequence_id","foraging_data_entered_by","diet_data_entered_by"
1977,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Vini kuhlii","Rimatara Lorikeet",0,0,0,0,0,0,30,20,0,50,"Omnivore","Ref_4","A",0,0,0,40,40,20,0,"Ref_4",FALSE,55,"PrimScale",TRUE,"MarceloR",TRUE,,FALSE,68,"Jessica","Carolina"
1978,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Vini stepheni","Henderson Lorikeet",20,0,0,0,0,0,30,50,0,0,"FruiNect","Ref_4","A",0,0,0,33,33,33,0,"Ref_4",FALSE,55,"Dunning08",TRUE,,TRUE,,FALSE,68,"Jessica","Carolina"
1979,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Vini peruviana","Blue Lorikeet",0,0,0,0,0,0,20,70,0,10,"FruiNect","Ref_4","A",0,0,0,0,30,70,0,"Ref_4",FALSE,29,"Dunning08",TRUE,,TRUE,,FALSE,68,"Jessica","Carolina"
1980,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Vini ultramarina","Ultramarine Lorikeet",0,0,0,0,0,0,20,70,0,10,"FruiNect","Ref_4","A",0,0,0,0,40,60,0,"Ref_4",FALSE,40,"PrimScale",TRUE,"MarceloR",TRUE,,FALSE,68,"Jessica","Carolina"
1981,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Glossopsitta concinna","Musk Lorikeet",10,0,0,0,0,0,10,30,10,40,"Omnivore","Ref_4","A",0,0,0,0,60,40,0,"Ref_4",FALSE,70.54,"Dunning08",TRUE,,TRUE,,FALSE,68,"Jessica","Carolina"
1982,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Glossopsitta pusilla","Little Lorikeet",0,0,0,0,0,0,30,40,0,30,"FruiNect","Ref_4","A",0,0,0,0,60,40,0,"Ref_4",FALSE,39.4,"Dunning08",TRUE,,TRUE,,FALSE,68,"Jessica","Carolina"
1983,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Glossopsitta porphyrocephala","Purple-crowned Lorikeet",0,0,0,0,0,0,30,70,0,0,"FruiNect","Ref_4","A",0,0,0,0,60,40,0,"Ref_4",FALSE,44.7,"Dunning08",TRUE,,TRUE,,FALSE,68,"Jessica","Carolina"
1984,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Charmosyna palmarum","Palm Lorikeet",0,0,0,0,0,0,30,40,0,30,"FruiNect","Ref_4","A",0,0,0,33,33,33,0,"Ref_4",FALSE,36.98,"GenAvg",FALSE,,TRUE,,FALSE,68,"Jessica","Carolina"
1985,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Charmosyna rubrigularis","Red-chinned Lorikeet",0,0,0,0,0,0,0,50,0,50,"Omnivore","Ref_4","A",0,0,0,0,60,40,0,"Ref_4",FALSE,37,"Dunning08",TRUE,,TRUE,,FALSE,68,"Jessica","Carolina"
1986,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Charmosyna meeki","Meek's Lorikeet",0,0,0,0,0,0,20,70,0,10,"FruiNect","Ref_4","A",0,0,0,0,40,60,0,"Ref_4",FALSE,23.8,"Dunning08",TRUE,,TRUE,,FALSE,68,"Jessica","Carolina"
1987,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Charmosyna toxopei","Blue-fronted Lorikeet",0,0,0,0,0,0,0,100,0,0,"FruiNect","Ref_4","B",0,0,0,0,40,60,0,"Ref_4",FALSE,36.98,"GenAvg",FALSE,,TRUE,,FALSE,68,"Jessica","Carolina"
1988,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Charmosyna multistriata","Striated Lorikeet",0,0,0,0,0,0,30,20,0,50,"Omnivore","Ref_4","A",0,0,0,0,20,80,0,"Ref_4",FALSE,36.98,"GenAvg",FALSE,,TRUE,,FALSE,68,"Jessica","Carolina"
1989,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Charmosyna wilhelminae","Pygmy Lorikeet",0,0,0,0,0,0,0,60,0,40,"FruiNect","Ref_4","A",0,0,0,0,60,40,0,"Ref_4",FALSE,36.98,"GenAvg",FALSE,,TRUE,,FALSE,68,"Jessica","Carolina"
1990,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Charmosyna rubronotata","Red-fronted Lorikeet",0,0,0,0,0,0,0,100,0,0,"FruiNect","Ref_4","B",0,0,0,0,30,70,0,"Ref_4",FALSE,32.5,"PrimScale",TRUE,,TRUE,,FALSE,68,"Other","Carolina"
1991,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Charmosyna placentis","Red-flanked Lorikeet",0,0,0,0,0,0,0,50,0,50,"Omnivore","Ref_4","A",0,0,0,40,40,20,0,"Ref_4",FALSE,33.6,"Dunning08",TRUE,,TRUE,,FALSE,68,"Jessica","Carolina"
1992,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Charmosyna diadema","New Caledonian Lorikeet",0,0,0,0,0,0,10,50,0,40,"FruiNect","Ref_4","D1",0,0,0,30,30,40,0,"Genus",FALSE,36.98,"GenAvg",FALSE,,FALSE,,FALSE,68,"Walter","Carolina"
1994,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Charmosyna amabilis","Red-throated Lorikeet",0,0,0,0,0,0,50,50,0,0,"FruiNect","Ref_4","A",0,0,0,40,40,20,0,"Ref_4",FALSE,8.54,"PrimScale",TRUE,"MarceloR",TRUE,,FALSE,68,"Jessica","Carolina"
1995,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Charmosyna margarethae","Duchess Lorikeet",0,0,0,0,0,0,20,50,0,30,"FruiNect","Ref_4","A",0,0,0,20,60,20,0,"Ref_4",FALSE,49.39,"Dunning08",TRUE,,TRUE,,FALSE,68,"Jessica","Carolina"
1996,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Charmosyna pulchella","Fairy Lorikeet",0,0,0,0,0,0,0,60,0,40,"FruiNect","Ref_4","C",0,0,0,0,20,80,0,"Ref_4",FALSE,34.1,"Dunning08",TRUE,,TRUE,,FALSE,68,"Jessica","Carolina"
1997,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Charmosyna josefinae","Josephine's Lorikeet",0,0,0,0,0,0,0,60,0,40,"FruiNect","Ref_4","A",0,0,0,0,50,50,0,"Ref_4",FALSE,74,"Dunning08",TRUE,,TRUE,,FALSE,68,"Jessica","Carolina"
1998,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Charmosyna papou","Papuan Lorikeet",0,0,0,0,0,0,30,20,10,40,"Omnivore","Ref_4","A",0,0,0,0,60,40,0,"Ref_4",FALSE,82.89,"Dunning08",TRUE,,TRUE,,FALSE,68,"Jessica","Carolina"
1999,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Oreopsittacus arfaki","Plum-faced Lorikeet",0,0,0,0,0,0,30,40,0,30,"FruiNect","Ref_4","A",0,0,0,33,33,33,0,"Ref_4",FALSE,20.2,"Dunning08",TRUE,,TRUE,,FALSE,68,"Jessica","Carolina"
2000,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Neopsittacus musschenbroekii","Yellow-billed Lorikeet",20,0,0,0,0,0,40,10,20,10,"Omnivore","Ref_4","A",0,0,20,20,40,20,0,"Ref_4",FALSE,50.9,"Dunning08",TRUE,,TRUE,,FALSE,68,"Jessica","Carolina"
2001,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Neopsittacus pullicauda","Orange-billed Lorikeet",0,0,0,0,0,0,10,50,10,30,"FruiNect","Ref_4","A",0,0,0,40,40,20,0,"Ref_4",FALSE,33.2,"Dunning08",TRUE,,TRUE,,FALSE,68,"Jessica","Carolina"
2002,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Nestor notabilis","Kea",0,0,0,0,0,10,30,0,0,60,"PlantSeed","Ref_4","A",0,0,20,40,30,10,0,"Ref_4",FALSE,862.97,"Dunning08",TRUE,,TRUE,,FALSE,68,"Other","Carolina"
2004,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Nestor meridionalis","Kaka",10,0,0,0,0,0,40,10,10,30,"Omnivore","Ref_4","A",0,0,20,20,40,20,0,"Ref_4",FALSE,428.01,"Dunning08",TRUE,,TRUE,,FALSE,68,"Jessica","Carolina"
2005,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Micropsitta keiensis","Yellow-capped Pygmy-parrot",0,0,0,0,0,0,0,0,10,90,"PlantSeed","Ref_4","A",0,0,0,40,40,20,0,"Ref_4",FALSE,12.1,"Dunning08",TRUE,,TRUE,,FALSE,68,"Other","Carolina"
2006,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Micropsitta geelvinkiana","Geelvink Pygmy-parrot",0,0,0,0,0,0,0,0,10,90,"PlantSeed","Ref_4","A",0,0,0,50,50,0,0,"Ref_4",FALSE,12.2,"Dunning08",TRUE,,TRUE,,FALSE,68,"Jessica","Carolina"
2007,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Micropsitta pusio","Buff-faced Pygmy-parrot",20,0,0,0,0,0,20,0,20,40,"PlantSeed","Ref_4","A",0,0,0,50,50,0,0,"Ref_4",FALSE,14,"Dunning08",TRUE,,TRUE,,FALSE,68,"Jessica","Carolina"
2008,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Micropsitta meeki","Meek's Pygmy-parrot",0,0,0,0,0,0,0,0,0,100,"PlantSeed","Ref_4","A",0,0,0,40,40,20,0,"Ref_4",FALSE,12.98,"GenAvg",FALSE,,TRUE,,FALSE,68,"Other","Carolina"
2009,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Micropsitta finschii","Finsch's Pygmy-parrot",30,0,0,0,0,0,0,0,0,70,"PlantSeed","Ref_4","A",0,0,0,50,50,0,0,"Ref_4",FALSE,14.95,"Dunning08",TRUE,,TRUE,,FALSE,68,"Jessica","Carolina"
2010,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Micropsitta bruijnii","Red-breasted Pygmy-parrot",0,0,0,0,0,0,40,0,0,60,"PlantSeed","Ref_4","A",0,0,0,0,50,50,0,"Ref_4",FALSE,13.43,"Dunning08",TRUE,,TRUE,,FALSE,68,"Jessica","Carolina"
2011,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Cyclopsitta gulielmitertii","Orange-breasted Fig-parrot",0,0,0,0,0,0,0,30,60,10,"PlantSeed","Ref_4","A",0,0,0,40,40,20,0,"Ref_4",FALSE,31,"Dunning08",TRUE,,TRUE,,FALSE,68,"Jessica","Carolina"
2012,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Cyclopsitta diophthalma","Double-eyed Fig-parrot",10,0,0,0,0,0,30,20,20,20,"Omnivore","Ref_4","A",0,0,0,40,40,20,0,"Ref_4",FALSE,41.84,"Dunning08",TRUE,,TRUE,,FALSE,68,"Jessica","Carolina"
2013,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Psittaculirostris desmarestii","Large Fig-parrot",0,0,0,0,0,0,60,0,40,0,"FruiNect","Ref_4","A",0,0,0,20,60,20,0,"Ref_4",FALSE,117,"Dunning08",TRUE,,TRUE,,FALSE,68,"Other","Carolina"
2014,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Psittaculirostris edwardsii","Edwards's Fig-parrot",0,0,0,0,0,0,100,0,0,0,"FruiNect","Ref_4","A",0,0,0,0,60,40,0,"Ref_4",FALSE,105,"PrimScale",TRUE,,TRUE,,FALSE,68,"Jessica","Carolina"
2015,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Psittaculirostris salvadorii","Salvadori's Fig-parrot",0,0,0,0,0,0,30,0,70,0,"PlantSeed","Ref_4","B",0,0,0,0,60,40,0,"Ref_4",FALSE,118,"Dunning08",TRUE,,TRUE,,FALSE,68,"Jessica","Carolina"
2016,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Bolbopsittacus lunulatus","Guaiabero",0,0,0,0,0,0,100,0,0,0,"FruiNect","Ref_4","A",0,0,0,0,80,20,0,"Ref_4",FALSE,67.6,"Dunning08",TRUE,,TRUE,,FALSE,68,"Jessica","Carolina"
2017,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Psittinus cyanurus","Blue-rumped Parrot",0,0,0,0,0,0,50,0,50,0,"Omnivore","Ref_4","B",0,0,0,20,40,40,0,"Ref_4",FALSE,11.77,"PrimScale",TRUE,"MarceloR",TRUE,,FALSE,68,"Other","Carolina"
2018,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Psittacella brehmii","Brehm's Tiger-parrot",0,0,0,0,0,0,30,10,30,30,"PlantSeed","Ref_4","A",0,0,0,20,40,40,0,"Ref_4",FALSE,107,"Dunning08",TRUE,,TRUE,,FALSE,68,"Other","Carolina"
2019,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Psittacella picta","Painted Tiger-parrot",0,0,0,0,0,0,50,0,50,0,"Omnivore","Ref_4","A",0,0,0,50,50,0,0,"Ref_4",FALSE,62.9,"Dunning08",TRUE,,TRUE,,FALSE,68,"Jessica","Carolina"
2020,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Psittacella modesta","Modest Tiger-parrot",0,0,0,0,0,0,50,0,50,0,"Omnivore","Ref_4","A",0,0,0,40,40,20,0,"Ref_4",FALSE,44.7,"Dunning08",TRUE,,TRUE,,FALSE,68,"Jessica","Carolina"
2021,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Psittacella madaraszi","Madarasz's Tiger-parrot",0,0,0,0,0,0,30,0,50,20,"PlantSeed","Ref_4","A",0,0,0,40,40,20,0,"Ref_4",FALSE,38.81,"Dunning08",TRUE,,TRUE,,FALSE,68,"Jessica","Carolina"
2022,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Geoffroyus geoffroyi","Red-cheeked Parrot",0,0,0,0,0,0,30,0,30,40,"PlantSeed","Ref_4","A",0,0,0,0,60,40,0,"Ref_4",FALSE,164,"Dunning08",TRUE,,TRUE,,FALSE,68,"Jessica","Carolina"
2023,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Geoffroyus simplex","Blue-collared Parrot",0,0,0,0,0,0,0,10,70,20,"PlantSeed","Ref_4","A",0,0,0,20,40,40,0,"Ref_4",FALSE,161,"Dunning08",TRUE,,TRUE,,FALSE,68,"Other","Carolina"
2024,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Geoffroyus heteroclitus","Singing Parrot",0,0,0,0,0,0,90,0,0,10,"FruiNect","Ref_4","A",0,0,0,0,30,70,0,"Ref_4",FALSE,170,"Dunning08",TRUE,,TRUE,,FALSE,68,"Jessica","Carolina"
2025,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Prioniturus montanus","Luzon Racquet-tail",0,0,0,0,0,0,100,0,0,0,"FruiNect","Ref_4","A",0,0,0,50,50,0,0,"Ref_4",FALSE,118.26,"Dunning08",TRUE,,TRUE,,FALSE,68,"Jessica","Carolina"
2026,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Prioniturus waterstradti","Mindanao Racquet-tail",0,0,0,0,0,0,70,0,30,0,"FruiNect","Ref_4","D1",0,0,0,40,40,20,0,"Genus",FALSE,119,"Dunning08",TRUE,,FALSE,,FALSE,68,"Walter","Carolina"
2027,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Prioniturus platenae","Blue-headed Racquet-tail",0,0,0,0,0,0,100,0,0,0,"FruiNect","Ref_4","B",0,0,0,40,40,20,0,"Genus",FALSE,112,"Dunning08",TRUE,,FALSE,,FALSE,68,"Walter","Carolina"
2028,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Prioniturus luconensis","Green Racquet-tail",0,0,0,0,0,0,70,0,20,10,"FruiNect","Ref_4","A",0,0,0,40,40,20,0,"Ref_4",FALSE,108,"Dunning08",TRUE,,TRUE,,FALSE,68,"Jessica","Carolina"
2029,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Prioniturus discurus","Blue-crowned Racquet-tail",0,0,0,0,0,0,100,0,0,0,"FruiNect","Ref_4","B",0,0,0,40,40,20,0,"Ref_4",FALSE,148.05,"Dunning08",TRUE,,TRUE,,FALSE,68,"Jessica","Carolina"
2030,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Prioniturus verticalis","Blue-winged Racquet-tail",0,0,0,0,0,0,70,0,30,0,"FruiNect","Ref_4","D1",0,0,0,40,40,20,0,"Genus",FALSE,45.04,"PrimScale",TRUE,"MarceloR",FALSE,,FALSE,68,"Walter","Carolina"
2031,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Prioniturus flavicans","Yellowish-breasted Racquet-tail",0,0,0,0,0,0,70,0,30,0,"FruiNect","Ref_4","D1",0,0,0,40,40,20,0,"Genus",FALSE,116.8,"GenAvg",FALSE,,FALSE,,FALSE,68,"Walter","Carolina"
2032,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Prioniturus platurus","Golden-mantled Racquet-tail",0,0,0,0,0,0,60,0,40,0,"FruiNect","Ref_4","A",0,0,0,30,50,20,0,"Ref_4",FALSE,66.29,"Dunning08",TRUE,,TRUE,,FALSE,68,"Jessica","Carolina"
2033,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Prioniturus mada","Buru Racquet-tail",0,0,0,0,0,0,70,0,30,0,"FruiNect","Ref_4","D1",0,0,0,40,40,20,0,"Genus",FALSE,116.8,"GenAvg",FALSE,,FALSE,,FALSE,68,"Walter","Carolina"
2034,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Tanygnathus megalorynchos","Great-billed Parrot",0,0,0,0,0,0,100,0,0,0,"FruiNect","Ref_4","A",0,0,0,40,40,20,0,"Ref_4",FALSE,325,"Dunning08",TRUE,,TRUE,,FALSE,68,"Jessica","Carolina"
2035,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Tanygnathus lucionensis","Blue-naped Parrot",0,0,0,0,0,0,50,0,50,0,"Omnivore","Ref_4","A",0,0,0,0,40,60,0,"Ref_4",FALSE,215,"Dunning08",TRUE,,TRUE,,FALSE,68,"Jessica","Carolina"
2037,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Tanygnathus sumatranus","Blue-backed Parrot",0,0,0,0,0,0,100,0,0,0,"FruiNect","Ref_4","A",0,0,0,40,40,20,0,"Ref_4",FALSE,269.56,"Dunning08",TRUE,,TRUE,,FALSE,68,"Jessica","Carolina"
2038,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Tanygnathus gramineus","Black-lored Parrot",0,0,0,0,0,0,80,0,20,0,"FruiNect","Ref_4","D1",0,0,0,40,40,20,0,"Genus",FALSE,237.25,"GenAvg",FALSE,,FALSE,,FALSE,68,"Walter","Carolina"
2039,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Eclectus roratus","Eclectus Parrot",0,0,0,0,0,0,40,0,30,30,"PlantSeed","Ref_4","A",0,0,0,40,40,20,0,"Ref_4",FALSE,480.76,"Dunning08",TRUE,,TRUE,,FALSE,68,"Jessica","Carolina"
2040,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Psittrichas fulgidus","Pesquet's Parrot",0,0,0,0,0,0,70,10,0,20,"FruiNect","Ref_4","A",0,0,0,30,50,20,0,"Ref_4",FALSE,864.99,"Dunning08",TRUE,,TRUE,,FALSE,68,"Other","Carolina"
2041,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Prosopeia splendens","Crimson Shining-parrot",20,0,0,0,0,0,60,0,10,10,"FruiNect","Ref_4","D1",0,0,0,40,40,20,0,"Genus",FALSE,143.2,"PrimScale",TRUE,"MarceloR",FALSE,,FALSE,68,"Walter","Carolina"
2042,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Prosopeia personata","Masked Shining-parrot",20,0,0,0,0,0,30,0,30,20,"Omnivore","Ref_4","A",0,0,0,33,33,33,0,"Ref_4",FALSE,163.71,"PrimScale",TRUE,"MarceloR",TRUE,,FALSE,68,"Jessica","Carolina"
2043,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Prosopeia tabuensis","Red Shining-parrot",10,0,0,0,0,0,90,0,0,0,"FruiNect","Ref_4","A",0,0,0,40,40,20,0,"Ref_4",FALSE,232,"Dunning08",TRUE,,TRUE,,FALSE,68,"Jessica","Carolina"
2044,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Alisterus scapularis","Australian King-parrot",0,0,0,0,0,0,30,10,30,30,"PlantSeed","Ref_4","A",0,0,20,40,40,0,0,"Ref_4",FALSE,232.26,"Dunning08",TRUE,,TRUE,,FALSE,68,"Jessica","Carolina"
2045,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Alisterus amboinensis","Moluccan King-parrot",0,0,0,0,0,0,40,0,30,30,"PlantSeed","Ref_4","A",0,0,0,40,40,20,0,"Ref_4",FALSE,153,"Dunning08",TRUE,,TRUE,,FALSE,68,"Jessica","Carolina"
2046,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Alisterus chloropterus","Papuan King-parrot",0,0,0,0,0,0,50,0,50,0,"Omnivore","Ref_4","A",0,0,0,40,40,20,0,"Ref_4",FALSE,156,"Dunning08",TRUE,,TRUE,,FALSE,68,"Jessica","Carolina"
2047,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Aprosmictus jonquillaceus","Olive-shouldered Parrot",10,0,0,0,0,0,30,10,30,20,"Omnivore","Ref_4","D1",0,0,0,40,40,20,0,"Genus",FALSE,119,"Dunning08",TRUE,,FALSE,,FALSE,68,"Walter","Carolina"
2048,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Aprosmictus erythropterus","Red-winged Parrot",10,0,0,0,0,0,30,10,30,20,"Omnivore","Ref_4","A",0,0,0,40,40,20,0,"Ref_4",FALSE,136,"Dunning08",TRUE,,TRUE,,FALSE,68,"Jessica","Carolina"
2049,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Polytelis swainsonii","Superb Parrot",0,0,0,0,0,0,30,0,50,20,"PlantSeed","Ref_4","A",0,0,0,50,50,0,0,"Ref_4",FALSE,153,"Dunning08",TRUE,,TRUE,,FALSE,68,"Jessica","Carolina"
2050,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Polytelis anthopeplus","Regent Parrot",0,0,0,0,0,0,30,0,40,30,"PlantSeed","Ref_4","A",0,0,0,50,50,0,0,"Ref_4",FALSE,170,"Dunning08",TRUE,,TRUE,,FALSE,68,"Jessica","Carolina"
2054,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Polytelis alexandrae","Princess Parrot",0,0,0,0,0,0,0,0,70,30,"PlantSeed","Ref_4","A",0,0,0,40,40,20,0,"Ref_4",FALSE,103.69,"Dunning08",TRUE,,TRUE,,FALSE,68,"Jessica","Carolina"
2055,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Purpureicephalus spurius","Red-capped Parrot",10,0,0,0,0,0,10,0,50,30,"PlantSeed","Ref_4","A",0,0,0,0,60,40,0,"Ref_4",FALSE,116,"Dunning08",TRUE,,TRUE,,FALSE,68,"Jessica","Carolina"
2056,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Barnardius zonarius","Ringneck Parrot",10,0,0,0,0,0,60,10,10,10,"FruiNect","Ref_4","A",0,0,0,0,60,40,0,"Ref_4",FALSE,121,"PrimScale",TRUE,,TRUE,,FALSE,68,"Jessica","Carolina"
2059,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Platycercus caledonicus","Green Rosella",10,0,0,0,0,0,20,0,40,30,"PlantSeed","Ref_4","A",0,0,0,33,33,33,0,"Ref_4",FALSE,132.59,"Dunning08",TRUE,,TRUE,,FALSE,68,"Jessica","Carolina"
2060,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Platycercus elegans","Crimson Rosella",10,0,0,0,0,0,30,0,30,30,"PlantSeed","Ref_4","A",0,0,10,20,50,20,0,"Ref_4",FALSE,123.86,"Dunning08",TRUE,,TRUE,,FALSE,68,"Other","Carolina"
2064,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Platycercus venustus","Northern Rosella",0,0,0,0,0,0,0,20,80,0,"PlantSeed","Ref_4","A",0,0,20,20,40,20,0,"Ref_4",FALSE,89.44,"Dunning08",TRUE,,TRUE,,FALSE,68,"Jessica","Carolina"
2065,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Platycercus adscitus","Pale-headed Rosella",0,0,0,0,0,0,30,0,40,30,"PlantSeed","Ref_4","A",0,0,0,50,50,0,0,"Ref_4",FALSE,111,"Dunning08",TRUE,,TRUE,,FALSE,68,"Jessica","Carolina"
2066,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Platycercus eximius","Eastern Rosella",10,0,0,0,0,0,30,0,30,30,"PlantSeed","Ref_4","A",0,0,33,33,33,0,0,"Ref_4",FALSE,104,"Dunning08",TRUE,,TRUE,,FALSE,68,"Jessica","Carolina"
2067,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Platycercus icterotis","Western Rosella",0,0,0,0,0,0,30,0,40,30,"PlantSeed","Ref_4","A",0,0,33,33,33,0,0,"Ref_4",FALSE,63.26,"Dunning08",TRUE,,TRUE,,FALSE,68,"Jessica","Carolina"
2068,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Northiella haematogaster","Blue Bonnet",10,0,0,0,0,0,30,0,30,30,"PlantSeed","Ref_4","A",0,0,0,50,50,0,0,"Ref_4",FALSE,85.92,"Dunning08",TRUE,,TRUE,,FALSE,68,"Jessica","Carolina"
2069,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Psephotus haematonotus","Red-rumped Parrot",0,0,0,0,0,0,30,0,40,30,"PlantSeed","Ref_4","A",0,0,33,33,33,0,0,"Ref_4",FALSE,61.39,"Dunning08",TRUE,,TRUE,,FALSE,68,"Jessica","Carolina"
2070,"Nonpasseriformes","Psittaciformes","Psittacidae","Parrots","BL3","Psephotus varius","Mulga Parrot",0,0,0,0,0,0,0,0,100,0,"PlantSeed","Ref_4","A",0,0,0,50,50,0,0,"Ref_4",FALSE,61.5,"Dunning08",TRUE,,TRUE,,FALSE,68,"Jessica","Carolina"
