Binomial,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,Beak_PC1,Beak_PC2,Beak_PC3,Beak_PC4,Realm,TrophicLevel,TrophicNiche,ForagingNiche
Camarhynchus_psittacula,-1.1148689020935,-0.217485629165317,-0.256162667242131,0.745672139503248,0.297873249718118,0.137264461844274,-0.248590570009624,-0.0476617506101129,0.0466835140649001,-0.130883803716663,-0.612017483094192,-0.251719826138944,0.0719457807992827,Neotropic,Carnivore,Invertivore,Invertivore glean arboreal
Camaroptera_brachyura,-2.20070997259631,0.082789173289718,0.304035598110191,-0.110528471066524,0.396035415401457,0.0661418280124132,0.05623757369645,0.0471901595434431,-0.00632989407093781,-1.14409837865347,0.291017724767013,0.0244504150488535,-0.00045371288142642,Afrotropic,Carnivore,Invertivore,Invertivore glean arboreal
Camaroptera_chloronota,-2.1216154725937,0.153234329437601,0.418425077714139,0.0636154805539729,0.356058759095645,0.128088767315795,0.157634564709543,0.0615913271191637,-0.0074366673880997,-1.15143995812128,0.221791696650238,0.12832206052084,-0.0135593860941081,Afrotropic,Carnivore,Invertivore,Invertivore glean arboreal
Camaroptera_fasciolata,-1.89227865527283,0.300965166638981,0.181389984960123,-0.282456338751451,0.274359498755193,-0.0652370302912732,0.0213482590253856,0.0762776055718897,-0.0085262687960434,-1.21001470073634,0.267623893403721,-0.0136451118445093,-0.0344739599116888,Afrotropic,Carnivore,Invertivore,Invertivore glean arboreal
Camaroptera_simplex,-1.86075893264568,0.164213067511727,0.102943475068714,-0.347999873290032,0.33353019444837,-0.0598230751772187,0.027971924684658,0.0428275527714397,-0.0221590473273597,-1.07585402343181,0.299844953714024,-0.00477263494182578,-0.00349008892028549,Afrotropic,Carnivore,Invertivore,Invertivore glean arboreal
Camaroptera_superciliaris,-2.28622840494855,-0.0829855158813791,0.475781933110956,0.146560483088035,0.330989235391808,0.124226133792898,0.0983569985908009,0.0659982805724469,0.0402068081556947,-1.02765092871318,0.271623849881245,0.0707797513707565,-0.0245627560606405,Afrotropic,Carnivore,Invertivore,Invertivore glean arboreal
Camaroptera_undosa,-1.90478411009031,0.295195752945355,0.173518052764535,-0.23883313795205,0.232276512439098,0.00519855870238989,-0.040469887562899,0.082644396327959,-0.0158487302421257,-1.20876641037918,0.23422114820938,-0.0653359677904741,-0.00839369551606248,Afrotropic,Carnivore,Invertivore,Invertivore glean arboreal
Campephaga_flava,-0.490433046019433,0.161396962929988,-0.397711861723223,-0.154808021993495,-0.098273412759939,-0.0351715908364915,0.0661163130338433,0.0586043101088605,0.0160373602912208,-0.361352700921916,-0.176208936850696,0.0720668651590174,-0.00775844209358827,Afrotropic,Carnivore,Invertivore,Invertivore glean arboreal
Campephaga_lobata,-0.505335939736487,0.136481639797336,-0.369970904899929,-0.0737461746805268,-0.12087944899762,-0.0563918396257426,-0.084579780031541,0.0763890725295545,-0.0385690783012408,-0.346166235396089,-0.204989644734147,-0.0731274851671255,0.0620894095065945,Afrotropic,Carnivore,Invertivore,Invertivore glean arboreal
Campephaga_oriolina,-0.650910788937738,0.195146686281679,-0.269857323529659,-0.134367086739063,-0.111939876849124,-0.0182166506827055,0.0463505823422611,0.0767030809586345,-0.00489613362509658,-0.485371836925532,-0.11367082563697,0.0532281811174632,0.00696079658170712,Afrotropic,Carnivore,Invertivore,Invertivore glean arboreal
