"city_name","ebird_code","common_name","scientific_name","species_category","number_of_non_zero_frequency","longest_run_of_non_zero_frequency","smallest_precision"
"Buenos Aires","nabwoo1","Narrow-billed Woodcreeper","Lepidocolaptes angustirostris","species","48","48","20"
"Buenos Aires","whctyr1","White-crested Tyrannulet","Serpophaga subcristata","species","48","48","20"
"Buenos Aires","yebtea1","Yellow-billed Teal","Anas flavirostris","species","48","48","20"
"Buenos Aires","whrswa1","White-rumped Swallow","Tachycineta leucorrhoa","species","47","25","20"
"Buenos Aires","hoosis1","Hooded Siskin","Spinus magellanicus","species","48","48","20"
"Buenos Aires","masgna1","Masked Gnatcatcher","Polioptila dumicola","species","48","48","20"
"Buenos Aires","brcmar1","Brown-chested Martin","Progne tapera","species","42","21","20"
"Buenos Aires","snoegr","Snowy Egret","Egretta thula","species","48","48","20"
"Buenos Aires","comgal1","Common Gallinule","Gallinula galeata","species","48","48","20"
"Buenos Aires","crbthr1","Creamy-bellied Thrush","Turdus amaurochalinus","species","48","48","20"
"Buenos Aires","gilhum1","Gilded Hummingbird","Hylocharis chrysura","species","48","48","20"
"Buenos Aires","epaori4","Variable Oriole","Icterus pyrrhopterus","species","48","48","20"
"Buenos Aires","limpki","Limpkin","Aramus guarauna","species","48","48","20"
"Buenos Aires","bufpar","Turquoise-fronted Parrot","Amazona aestiva","species","48","48","20"
"Buenos Aires","whtdov","White-tipped Dove","Leptotila verreauxi","species","48","48","20"
"Buenos Aires","regcoo1","Red-gartered Coot","Fulica armillata","species","48","48","20"
"Buenos Aires","saytan1","Sayaca Tanager","Thraupis sayaca","species","48","48","20"
"Buenos Aires","cocher1","Cocoi Heron","Ardea cocoi","species","48","48","20"
"Buenos Aires","trokin","Tropical Kingbird","Tyrannus melancholicus","species","36","19","20"
"Buenos Aires","roahaw","Roadside Hawk","Rupornis magnirostris","species","48","48","20"
"Buenos Aires","mabpar","Maroon-bellied Parakeet","Pyrrhura frontalis","species","48","48","20"
"Buenos Aires","spwpig3","Spot-winged Pigeon","Patagioenas maculosa","species","48","48","20"
"Buenos Aires","scrcow1","Screaming Cowbird","Molothrus rufoaxillaris","species","48","48","20"
"Buenos Aires","bawswa1","Blue-and-white Swallow","Pygochelidon cyanoleuca","species","48","48","20"
"Buenos Aires","guicuc1","Guira Cuckoo","Guira guira","species","48","48","20"
"Buenos Aires","bcnher","Black-crowned Night-Heron","Nycticorax nycticorax","species","48","48","20"
"Buenos Aires","chewoo3","Checkered Woodpecker","Dryobates mixtus","species","48","48","20"
"Buenos Aires","wrlrus1","Wren-like Rushbird","Phleocryptes melanops","species","48","48","20"
"Buenos Aires","whwcoo1","White-winged Coot","Fulica leucoptera","species","48","48","20"
"Buenos Aires","brhgul2","Brown-hooded Gull","Chroicocephalus maculipennis","species","48","48","20"
"Buenos Aires","whtgre3","White-tufted Grebe","Rollandia rolland","species","48","48","20"
"Buenos Aires","watjac1","Wattled Jacana","Jacana jacana","species","48","48","20"
"Buenos Aires","barwaf1","Black-and-rufous Warbling-Finch","Poospiza nigrorufa","species","48","48","20"
"Buenos Aires","gregre1","Great Grebe","Podiceps major","species","48","48","20"
"Buenos Aires","bafibi1","Bare-faced Ibis","Phimosus infuscatus","species","48","48","20"
"Buenos Aires","amekes","American Kestrel","Falco sparverius","species","48","48","20"
"Buenos Aires","pibgre","Pied-billed Grebe","Podilymbus podiceps","species","48","48","20"
"Buenos Aires","kelgul","Kelp Gull","Larus dominicanus","species","48","48","20"
"Buenos Aires","tropar","Tropical Parula","Setophaga pitiayumi","species","48","48","20"
"Buenos Aires","rinkin1","Ringed Kingfisher","Megaceryle torquata","species","48","48","20"
"Buenos Aires","refcoo1","Red-fronted Coot","Fulica rufifrons","species","48","48","20"
"Buenos Aires","heptan","Hepatic Tanager","Piranga flava","species","48","48","20"
"Buenos Aires","ruscra1","Rufous-sided Crake","Laterallus melanophaius","species","48","48","20"
"Buenos Aires","cosswa1","Coscoroba Swan","Coscoroba coscoroba","species","48","48","20"
"Buenos Aires","plurai1","Plumbeous Rail","Pardirallus sanguinolentus","species","48","48","20"
"Buenos Aires","bcwfin2","Black-capped Warbling-Finch","Microspingus melanoleucus","species","48","48","20"
"Buenos Aires","fotfly","Fork-tailed Flycatcher","Tyrannus savana","species","28","14","20"
"Buenos Aires","yebcar","Yellow-billed Cardinal","Paroaria capitata","species","48","48","20"
"Buenos Aires","grnkin","Green Kingfisher","Chloroceryle americana","species","48","48","20"
"Buenos Aires","gcrwar","Golden-crowned Warbler","Basileuterus culicivorus","species","48","48","20"
"Buenos Aires","camfli1","Campo Flicker","Colaptes campestris","species","48","48","20"
"Buenos Aires","docsee1","Double-collared Seedeater","Sporophila caerulescens","species","42","28","20"
"Buenos Aires","brcfly1","Bran-colored Flycatcher","Myiophobus fasciatus","species","34","19","20"
"Buenos Aires","gycwor1","Gray-cowled Wood-Rail","Aramides cajaneus","species","48","48","20"
"Buenos Aires","verfly","Vermilion Flycatcher","Pyrocephalus rubinus","species","35","19","20"
"Buenos Aires","yebpin1","Yellow-billed Pintail","Anas georgica","species","48","48","20"
"Buenos Aires","ruther1","Rufescent Tiger-Heron","Tigrisoma lineatum","species","48","48","20"
"Buenos Aires","burowl","Burrowing Owl","Athene cunicularia","species","48","48","20"
"Buenos Aires","whiher1","Whistling Heron","Syrigma sibilatrix","species","48","48","20"
"Buenos Aires","spfgal1","Spot-flanked Gallinule","Porphyriops melanops","species","48","48","20"
"Buenos Aires","lakduc1","Lake Duck","Oxyura vittata","species","47","36","20"
"Buenos Aires","gyctyr2","Straneck's Tyrannulet","Serpophaga griseicapilla","species","38","38","20"
"Buenos Aires","whfibi","White-faced Ibis","Plegadis chihi","species","48","48","20"
"Buenos Aires","fepowl","Ferruginous Pygmy-Owl","Glaucidium brasilianum","species","48","48","20"
"Buenos Aires","sobcac1","Solitary Black Cacique","Cacicus solitarius","species","47","46","20"
"Buenos Aires","anhing","Anhinga","Anhinga anhinga","species","48","48","20"
"Buenos Aires","robpoc1","Rosy-billed Pochard","Netta peposaca","species","44","23","20"
"Buenos Aires","strfly1","Streaked Flycatcher","Myiodynastes maculatus","species","32","14","20"
"Buenos Aires","strher","Striated Heron","Butorides striata","species","37","17","20"
"Buenos Aires","wfwduc1","White-faced Whistling-Duck","Dendrocygna viduata","species","41","21","20"
"Buenos Aires","siltea1","Silver Teal","Spatula versicolor","species","42","27","20"
"Buenos Aires","whbbla2","White-browed Meadowlark","Leistes superciliaris","species","37","19","20"
"Buenos Aires","chivir1","Chivi Vireo","Vireo chivi","species","34","21","20"
"Buenos Aires","sofspi1","Sooty-fronted Spinetail","Synallaxis frontalis","species","47","43","20"
"Buenos Aires","bratea1","Brazilian Teal","Amazonetta brasiliensis","species","46","20","20"
"Buenos Aires","whbmoc1","White-banded Mockingbird","Mimus triurus","species","47","43","20"
"Buenos Aires","barswa","Barn Swallow","Hirundo rustica","species","30","15","20"
"Buenos Aires","yecspi2","Yellow-chinned Spinetail","Certhiaxis cinnamomeus","species","46","43","20"
"Buenos Aires","chcbla2","Chestnut-capped Blackbird","Chrysomus ruficapillus","species","47","46","20"
"Buenos Aires","grhgul","Gray-hooded Gull","Chroicocephalus cirrocephalus","species","41","34","20"
"Buenos Aires","bknsti","Black-necked Stilt","Himantopus mexicanus","species","47","36","20"
"Buenos Aires","rintea1","Ringed Teal","Callonetta leucophrys","species","43","24","20"
"Buenos Aires","amakin1","Amazon Kingfisher","Chloroceryle amazona","species","45","40","20"
"Buenos Aires","mcrtyr1","Many-colored Rush Tyrant","Tachuris rubrigastra","species","41","36","20"
"Buenos Aires","blnswa2","Black-necked Swan","Cygnus melancoryphus","species","47","27","20"
"Buenos Aires","whwbec1","White-winged Becard","Pachyramphus polychopterus","species","28","18","20"
"Buenos Aires","grasal1","Grayish Saltator","Saltator coerulescens","species","40","37","20"
"Buenos Aires","yewbla2","Yellow-winged Blackbird","Agelasticus thilius","species","41","34","20"
"Buenos Aires","masyel1","Masked Yellowthroat","Geothlypis aequinoctialis","species","38","19","20"
"Buenos Aires","perfal","Peregrine Falcon","Falco peregrinus","species","34","14","20"
"Buenos Aires","spetyr1","Spectacled Tyrant","Hymenops perspicillatus","species","38","22","20"
"Buenos Aires","grhowl","Great Horned Owl","Bubo virginianus","species","38","29","20"
"Buenos Aires","gryfin1","Grassland Yellow-Finch","Sicalis luteola","species","48","48","20"
"Buenos Aires","magsto1","Maguari Stork","Ciconia maguari","species","40","37","20"
"Buenos Aires","chiswa1","Chilean Swallow","Tachycineta leucopyga","species","39","34","20"
"Buenos Aires","rubpep1","Rufous-browed Peppershrike","Cyclarhis gujanensis","species","42","36","20"
"Buenos Aires","snakit","Snail Kite","Rostrhamus sociabilis","species","44","18","20"
"Buenos Aires","smbela1","Small-billed Elaenia","Elaenia parvirostris","species","34","17","20"
"Buenos Aires","whtpla1","White-tipped Plantcutter","Phytotoma rutila","species","25","25","20"
"Buenos Aires","redsho1","Red Shoveler","Spatula platalea","species","38","17","20"
"Buenos Aires","cremyn","Crested Myna","Acridotheres cristatellus","species","41","37","20"
"Buenos Aires","wardor1","Warbling Doradito","Pseudocolopteryx flaviventris","species","44","24","20"
"Buenos Aires","schbla1","Scarlet-headed Blackbird","Amblyramphus holosericeus","species","22","17","20"
"Buenos Aires","dafgrt1","Dark-faced Ground-Tyrant","Muscisaxicola maclovianus","species","20","20","20"
"Buenos Aires","gobsal1","Golden-billed Saltator","Saltator aurantiirostris","species","46","26","20"
"Buenos Aires","categr","Cattle Egret","Bubulcus ibis","species","42","18","20"
"Buenos Aires","bbwtyr1","Black-backed Water-Tyrant","Fluvicola albiventer","species","26","18","20"
"Buenos Aires","truter","Snowy-crowned Tern","Sterna trudeaui","species","27","19","20"
"Buenos Aires","whthum2","White-throated Hummingbird","Leucochloris albicollis","species","39","19","20"
"Buenos Aires","souscr1","Southern Screamer","Chauna torquata","species","42","25","20"
"Buenos Aires","unibla2","Unicolored Blackbird","Agelasticus cyanopus","species","41","21","20"
"Buenos Aires","blhduc1","Black-headed Duck","Heteronetta atricapilla","species","32","16","20"
"Buenos Aires","sootyr1","Sooty Tyrannulet","Serpophaga nigricans","species","42","15","20"
"Buenos Aires","strowl1","Striped Owl","Asio clamator","species","38","20","20"
"Buenos Aires","cintea","Cinnamon Teal","Spatula cyanoptera","species","32","17","20"
"Buenos Aires","dabcuc1","Dark-billed Cuckoo","Coccyzus melacoryphus","species","22","12","20"
"Buenos Aires","soumar","Southern Martin","Progne elegans","species","27","18","20"
"Buenos Aires","rosspo1","Roseate Spoonbill","Platalea ajaja","species","28","14","20"
"Buenos Aires","spispi1","Spix's Spinetail","Synallaxis spixi","species","34","13","20"
"Buenos Aires","swafly1","Swainson's Flycatcher","Myiarchus swainsoni","species","23","10","20"
"Buenos Aires","sobtyr1","Southern Beardless-Tyrannulet","Camptostoma obsoletum","species","31","21","20"
"Buenos Aires","yebtyr2","Yellow-browed Tyrant","Satrapa icterophrys","species","34","15","20"
"Buenos Aires","swathr","Swainson's Thrush","Catharus ustulatus","species","4","4","20"
"Buenos Aires","aplfal","Aplomado Falcon","Falco femoralis","species","38","14","20"
"Buenos Aires","rucsee1","Rusty-collared Seedeater","Sporophila collaris","species","25","10","20"
"Buenos Aires","recfin1","Red-crested Finch","Coryphospingus cucullatus","species","33","20","20"
"Buenos Aires","sutspi1","Sulphur-bearded Reedhaunter","Limnoctites sulphuriferus","species","24","19","20"
"Buenos Aires","stbbit1","Stripe-backed Bittern","Ixobrychus involucris","species","22","16","20"
"Buenos Aires","cubree1","Curve-billed Reedhaunter","Limnornis curvirostris","species","27","14","20"
"Buenos Aires","baytan3","Blue-and-yellow Tanager","Pipraeidea bonariensis","species","33","16","20"
"Buenos Aires","rucant1","Rufous-capped Antshrike","Thamnophilus ruficapillus","species","26","12","20"
"Buenos Aires","lowhar1","Long-winged Harrier","Circus buffoni","species","30","11","20"
"Buenos Aires","moctyr2","Mottle-cheeked Tyrannulet","Phylloscartes ventralis","species","25","11","20"
"Buenos Aires","lesyel","Lesser Yellowlegs","Tringa flavipes","species","23","18","20"
"Buenos Aires","beatac1","Bearded Tachuri","Polystictus pectoralis","species","16","13","20"
"Buenos Aires","grwsal1","Green-winged Saltator","Saltator similis","species","24","12","20"
"Buenos Aires","mitpar","Mitred Parakeet","Psittacara mitratus","species","27","16","20"
"Buenos Aires","plcjay1","Plush-crested Jay","Cyanocorax chrysops","species","23","4","20"
"Buenos Aires","frbtho1","Freckle-breasted Thornbird","Phacellodomus striaticollis","species","23","10","20"
"Buenos Aires","sporai","Spotted Rail","Pardirallus maculatus","species","21","9","20"
"Buenos Aires","sctnig2","Scissor-tailed Nightjar","Hydropsalis torquata","species","28","15","20"
"Buenos Aires","asccuc1","Ash-colored Cuckoo","Coccycua cinerea","species","15","10","20"
"Buenos Aires","swahaw","Swainson's Hawk","Buteo swainsoni","species","17","10","20"
"Buenos Aires","masduc","Masked Duck","Nomonyx dominicus","species","7","7","20"
"Buenos Aires","olrgul1","Olrog's Gull","Larus atlanticus","species","19","5","20"
"Buenos Aires","bbbtyr1","Blue-billed Black-Tyrant","Knipolegus cyanirostris","species","23","13","20"
"Buenos Aires","whcela1","White-crested Elaenia","Elaenia albiceps","species","14","14","20"
"Buenos Aires","buwcin1","Buff-winged Cinclodes","Cinclodes fuscus","species","9","6","20"
"Buenos Aires","littho1","Little Thornbird","Phacellodomus sibilatrix","species","23","10","20"
"Buenos Aires","schpar1","Scaly-headed Parrot","Pionus maximiliani","species","25","12","20"
"Buenos Aires","srwswa1","Southern Rough-winged Swallow","Stelgidopteryx ruficollis","species","16","13","20"
"Buenos Aires","soapas1","South American Painted-Snipe","Nycticryphes semicollaris","species","21","14","20"
"Buenos Aires","giwrai1","Giant Wood-Rail","Aramides ypecaha","species","18","7","20"
"Buenos Aires","burpar","Burrowing Parakeet","Cyanoliseus patagonus","species","27","6","20"
"Buenos Aires","gncpar","Green-cheeked Parakeet","Pyrrhura molinae","species","21","9","20"
"Buenos Aires","ultgro1","Ultramarine Grosbeak","Cyanoloxia brissonii","species","20","6","20"
"Buenos Aires","gytwaf1","Gray-throated Warbling-Finch","Microspingus cabanisi","species","18","12","20"
"Buenos Aires","woosto","Wood Stork","Mycteria americana","species","16","5","20"
"Buenos Aires","dulgua1","Dusky-legged Guan","Penelope obscura","species","20","7","20"
"Buenos Aires","glbgro1","Glaucous-blue Grosbeak","Cyanoloxia glaucocaerulea","species","10","7","20"
"Buenos Aires","blbgra1","Blue-black Grassquit","Volatinia jacarina","species","16","8","20"
"Buenos Aires","whbpic1","White-barred Piculet","Picumnus cirratus","species","17","9","20"
"Buenos Aires","yelcar1","Yellow Cardinal","Gubernatrix cristata","species","13","4","20"
"Buenos Aires","croslf1","Crowned Slaty Flycatcher","Empidonomus aurantioatrocristatus","species","13","9","20"
"Buenos Aires","chospi2","Chotoy Spinetail","Schoeniophylax phryganophilus","species","12","9","20"
"Buenos Aires","diatan1","Diademed Tanager","Stephanophorus diadematus","species","12","6","20"
"Buenos Aires","wilpha","Wilson's Phalarope","Phalaropus tricolor","species","13","10","20"
"Buenos Aires","pluibi1","Plumbeous Ibis","Theristicus caerulescens","species","9","3","20"
"Buenos Aires","suifly1","Suiriri Flycatcher","Suiriri suiriri","species","13","5","20"
"Buenos Aires","grpfin1","Great Pampa-Finch","Embernagra platensis","species","14","5","20"
"Buenos Aires","chiwig1","Chiloe Wigeon","Mareca sibilatrix","species","12","6","20"
"Buenos Aires","banswa","Bank Swallow","Riparia riparia","species","16","7","20"
"Buenos Aires","labter1","Large-billed Tern","Phaetusa simplex","species","10","7","20"
"Buenos Aires","ybttyr1","Yellow-billed Tit-Tyrant","Anairetes flavirostris","species","11","4","20"
"Buenos Aires","graspa1","Grassland Sparrow","Ammodramus humeralis","species","10","7","20"
"Buenos Aires","bucpar","Blue-crowned Parakeet","Thectocercus acuticaudatus","species","9","3","20"
"Buenos Aires","greyel","Greater Yellowlegs","Tringa melanoleuca","species","12","6","20"
"Buenos Aires","purgal2","Purple Gallinule","Porphyrio martinica","species","12","4","20"
"Buenos Aires","bcwspi1","Bay-capped Wren-Spinetail","Spartonoica maluroides","species","12","6","20"
"Buenos Aires","fuwduc","Fulvous Whistling-Duck","Dendrocygna bicolor","species","11","5","20"
"Buenos Aires","baymar1","Brown-and-yellow Marshbird","Pseudoleistes virescens","species","10","4","20"
"Buenos Aires","whthaw","White-tailed Hawk","Geranoaetus albicaudatus","species","10","6","20"
"Buenos Aires","corpip1","Correndera Pipit","Anthus correndera","species","10","5","20"
"Buenos Aires","shshaw","Sharp-shinned Hawk","Accipiter striatus","species","8","3","20"
"Buenos Aires","mosfin1","Mourning Sierra-Finch","Rhopospina fruticeti","species","6","3","20"
"Buenos Aires","eulfly1","Euler's Flycatcher","Lathrotriccus euleri","species","9","9","20"
"Buenos Aires","whrsan","White-rumped Sandpiper","Calidris fuscicollis","species","15","6","20"
"Buenos Aires","nacnig1","Nacunda Nighthawk","Chordeiles nacunda","species","7","4","20"
"Buenos Aires","tcptyr1","Tawny-crowned Pygmy-Tyrant","Euscarthmus meloryphus","species","8","5","20"
"Buenos Aires","pecsan","Pectoral Sandpiper","Calidris melanotos","species","13","10","20"
"Buenos Aires","trsowl","Tropical Screech-Owl","Megascops choliba","species","12","3","20"
"Buenos Aires","ausneg1","Austral Negrito","Lessonia rufa","species","11","8","20"
"Buenos Aires","whltan1","White-lined Tanager","Tachyphonus rufus","species","12","3","20"
"Buenos Aires","bkcmon1","Black-crowned Monjita","Xolmis coronatus","species","11","6","20"
"Buenos Aires","whtkit","White-tailed Kite","Elanus leucurus","species","9","3","20"
"Buenos Aires","brnowl","Barn Owl","Tyto alba","species","9","3","20"
"Buenos Aires","shbcan2","Sharp-billed Canastero","Asthenes pyrrholeuca","species","9","3","20"
"Buenos Aires","fabtan1","Fawn-breasted Tanager","Pipraeidea melanonota","species","9","3","20"
"Buenos Aires","turvul","Turkey Vulture","Cathartes aura","species","9","3","20"
"Buenos Aires","tutspi1","Tufted Tit-Spinetail","Leptasthenura platensis","species","7","4","20"
"Buenos Aires","blkski","Black Skimmer","Rynchops niger","species","9","6","20"
"Buenos Aires","pabspi1","Pale-breasted Spinetail","Synallaxis albescens","species","5","5","20"
"Buenos Aires","rugdov","Ruddy Ground Dove","Columbina talpacoti","species","9","3","20"
"Buenos Aires","ducgra2","Dull-colored Grassquit","Asemospiza obscura","species","3","3","20"
"Buenos Aires","grymon1","Gray Monjita","Xolmis cinereus","species","8","5","20"
"Buenos Aires","bcbeag1","Black-chested Buzzard-Eagle","Geranoaetus melanoleucus","species","6","3","20"
"Buenos Aires","riwfin1","Ringed Warbling-Finch","Microspingus torquatus","species","3","3","20"
"Buenos Aires","yelpip2","Yellowish Pipit","Anthus lutescens","species","4","4","20"
"Buenos Aires","cliswa","Cliff Swallow","Petrochelidon pyrrhonota","species","6","5","20"
"Buenos Aires","soater1","South American Tern","Sterna hirundinacea","species","6","3","20"
"Buenos Aires","sposan","Spotted Sandpiper","Actitis macularius","species","3","2","20"
"Buenos Aires","chifla1","Chilean Flamingo","Phoenicopterus chilensis","species","6","3","20"
"Buenos Aires","bawnig1","Band-winged Nightjar","Systellura longirostris","species","6","3","20"
"Buenos Aires","firgat1","Firewood-gatherer","Anumbius annumbi","species","3","3","20"
"Buenos Aires","whfwoo1","White-fronted Woodpecker","Melanerpes cactorum","species","3","3","20"
"Buenos Aires","yebter2","Yellow-billed Tern","Sternula superciliaris","species","3","3","20"
"Buenos Aires","blchaw1","Black-collared Hawk","Busarellus nigricollis","species","3","3","20"
"Buenos Aires","credor1","Crested Doradito","Pseudocolopteryx sclateri","species","4","4","20"
"Buenos Aires","snoshe2","Snowy Sheathbill","Chionis albus","species","3","3","20"
"Buenos Aires","comwax","Common Waxbill","Estrilda astrild","species","3","3","20"
"Buenos Aires","whimon1","White Monjita","Xolmis irupero","species","3","3","20"
"Buenos Aires","plukit1","Plumbeous Kite","Ictinia plumbea","species","3","3","20"
"Buenos Aires","leasee1","Least Seedsnipe","Thinocorus rumicivorus","species","3","3","20"
"Buenos Aires","savhaw1","Savanna Hawk","Buteogallus meridionalis","species","3","3","20"
"Buenos Aires","bbwduc","Black-bellied Whistling-Duck","Dendrocygna autumnalis","species","3","3","20"
"Buenos Aires","blkvul","Black Vulture","Coragyps atratus","species","3","3","20"
"Buenos Aires","eurgre1","European Greenfinch","Chloris chloris","species","3","3","20"
"Buenos Aires","greani1","Greater Ani","Crotophaga major","species","3","3","20"
"Buenos Aires","rawcra1","Red-and-white Crake","Laterallus leucopyrrhus","species","3","3","20"
"Buenos Aires","whiwoo1","White Woodpecker","Melanerpes candidus","species","3","3","20"
"Buenos Aires","mastit1","Masked Tityra","Tityra semifasciata","species","3","3","20"
"Buenos Aires","swtkit","Swallow-tailed Kite","Elanoides forficatus","species","3","2","20"
"Buenos Aires","royter1","Royal Tern","Thalasseus maximus","species","3","3","20"
"Buenos Aires","soasni1","South American Snipe","Gallinago paraguaiae","species","3","3","20"
"Buenos Aires","ragmac1","Red-and-green Macaw","Ara chloropterus","species","3","3","20"
"Buenos Aires","bltsta2","Blue-tufted Starthroat","Heliomaster furcifer","species","3","3","20"
"Buenos Aires","lessht1","Lesser Shrike-Tyrant","Agriornis murinus","species","3","3","20"
"Buenos Aires","orbtro3","Orange-backed Troupial","Icterus croconotus","species","3","3","20"
"Buenos Aires","whbwar2","White-browed Warbler","Myiothlypis leucoblephara","species","3","3","20"
"Buenos Aires","baisan","Baird's Sandpiper","Calidris bairdii","species","3","3","20"
"Buenos Aires","whcpin","White-cheeked Pintail","Anas bahamensis","species","3","3","20"
"Buenos Aires","mccfin1","Many-colored Chaco Finch","Saltatricula multicolor","species","0","0","999"
"Buenos Aires","blcfin1","Black-crested Finch","Lophospingus pusillus","species","0","0","999"
"Buenos Aires","stisan","Stilt Sandpiper","Calidris himantopus","species","0","0","999"
"Buenos Aires","squcuc1","Squirrel Cuckoo","Piaya cayana","species","0","0","999"
"Buenos Aires","lyhvul1","Lesser Yellow-headed Vulture","Cathartes burrovianus","species","0","0","999"
"Buenos Aires","silgre1","Silvery Grebe","Podiceps occipitalis","species","0","0","999"
"Buenos Aires","solsan","Solitary Sandpiper","Tringa solitaria","species","0","0","999"
"Buenos Aires","linsee1","Lined Seedeater","Sporophila lineola","species","0","0","999"
"Buenos Aires","uplsan","Upland Sandpiper","Bartramia longicauda","species","0","0","999"
"Buenos Aires","magfri","Magnificent Frigatebird","Fregata magnificens","species","0","0","999"
"Buenos Aires","eurgol","European Goldfinch","Carduelis carduelis","species","0","0","999"
"Buenos Aires","retcom1","Red-tailed Comet","Sappho sparganurus","species","0","0","999"
"Buenos Aires","ltrfin1","Long-tailed Reed Finch","Donacospiza albifrons","species","0","0","999"
"Cali","bugtan","Blue-gray Tanager","Thraupis episcopus","species","48","48","20"
"Cali","rugdov","Ruddy Ground Dove","Columbina talpacoti","species","48","48","20"
"Cali","saffin","Saffron Finch","Sicalis flaveola","species","48","48","20"
"Cali","blbthr1","Black-billed Thrush","Turdus ignobilis","species","48","48","20"
"Cali","trokin","Tropical Kingbird","Tyrannus melancholicus","species","48","48","20"
"Cali","grekis","Great Kiskadee","Pitangus sulphuratus","species","48","48","20"
"Cali","houwre","House Wren","Troglodytes aedon","species","48","48","20"
"Cali","eardov1","Eared Dove","Zenaida auriculata","species","48","48","20"
"Cali","yehcar1","Yellow-headed Caracara","Milvago chimachima","species","48","48","20"
"Cali","rumfly1","Rusty-margined Flycatcher","Myiozetetes cayanensis","species","48","48","20"
"Cali","colcha1","Colombian Chachalaca","Ortalis columbiana","species","48","48","20"
"Cali","recwoo1","Red-crowned Woodpecker","Melanerpes rubricapillus","species","48","48","20"
"Cali","scrtan1","Scrub Tanager","Stilpnia vitriolina","species","48","48","20"
"Cali","banana","Bananaquit","Coereba flaveola","species","48","48","20"
"Cali","rtlhum","Rufous-tailed Hummingbird","Amazilia tzacatl","species","48","48","20"
"Cali","blhpar1","Blue-headed Parrot","Pionus menstruus","species","48","48","20"
"Cali","blkvul","Black Vulture","Coragyps atratus","species","48","48","20"
"Cali","bawswa1","Blue-and-white Swallow","Pygochelidon cyanoleuca","species","48","48","20"
"Cali","yebela1","Yellow-bellied Elaenia","Elaenia flavogaster","species","48","48","20"
"Cali","paltan1","Palm Tanager","Thraupis palmarum","species","48","48","20"
"Cali","verfly","Vermilion Flycatcher","Pyrocephalus rubinus","species","48","48","20"
"Cali","roahaw","Roadside Hawk","Rupornis magnirostris","species","48","48","20"
"Cali","soulap1","Southern Lapwing","Vanellus chilensis","species","48","48","20"
"Cali","yebsee1","Yellow-bellied Seedeater","Sporophila nigricollis","species","48","48","20"
"Cali","cotfly1","Common Tody-Flycatcher","Todirostrum cinereum","species","48","48","20"
"Cali","smbani","Smooth-billed Ani","Crotophaga ani","species","48","48","20"
"Cali","bafibi1","Bare-faced Ibis","Phimosus infuscatus","species","48","48","20"
"Cali","stvhum2","Steely-vented Hummingbird","Amazilia saucerottei","species","48","48","20"
"Cali","bacant2","Bar-crested Antshrike","Thamnophilus multistriatus","species","48","48","20"
"Cali","strsal1","Streaked Saltator","Saltator striatipectus","species","48","48","20"
"Cali","shicow","Shiny Cowbird","Molothrus bonariensis","species","48","48","20"
"Cali","higmot1","Andean Motmot","Momotus aequatorialis","species","48","48","20"
"Cali","chfmac1","Chestnut-fronted Macaw","Ara severus","species","48","48","20"
"Cali","spepar1","Spectacled Parrotlet","Forpus conspicillatus","species","48","48","20"
"Cali","categr","Cattle Egret","Bubulcus ibis","species","48","48","20"
"Cali","yelori1","Yellow Oriole","Icterus nigrogularis","species","48","48","20"
"Cali","goftyr1","Golden-faced Tyrannulet","Zimmerius chrysops","species","48","48","20"
"Cali","goltan1","Golden Tanager","Tangara arthus","species","48","48","20"
"Cali","flrtan1","Flame-rumped Tanager","Ramphocelus flammigerus","species","48","48","20"
"Cali","squcuc1","Squirrel Cuckoo","Piaya cayana","species","48","48","20"
"Cali","bltman1","Black-throated Mango","Anthracothorax nigricollis","species","48","48","20"
"Cali","andsol1","Andean Solitaire","Myadestes ralloides","species","48","48","20"
"Cali","orcpar","Orange-chinned Parakeet","Brotogeris jugularis","species","48","48","20"
"Cali","whnjac1","White-necked Jacobin","Florisuga mellivora","species","48","48","20"
"Cali","thbeup1","Thick-billed Euphonia","Euphonia laniirostris","species","48","48","20"
"Cali","rocpig","Rock Pigeon","Columba livia","species","48","48","20"
"Cali","bkbwar","Blackburnian Warbler","Setophaga fusca","species","36","19","20"
"Cali","blntan1","Blue-necked Tanager","Stilpnia cyanicollis","species","48","48","20"
"Cali","sumtan","Summer Tanager","Piranga rubra","species","39","20","20"
"Cali","srwswa1","Southern Rough-winged Swallow","Stelgidopteryx ruficollis","species","48","48","20"
"Cali","scfpar1","Scarlet-fronted Parakeet","Psittacara wagleri","species","48","48","20"
"Cali","rucspa1","Rufous-collared Sparrow","Zonotrichia capensis","species","48","48","20"
"Cali","gbwwre1","Gray-breasted Wood-Wren","Henicorhina leucophrys","species","48","48","20"
"Cali","whltan1","White-lined Tanager","Tachyphonus rufus","species","48","48","20"
"Cali","spbwoo1","Spot-breasted Woodpecker","Colaptes punctigula","species","48","48","20"
"Cali","crbtan1","Crimson-backed Tanager","Ramphocelus dimidiatus","species","48","48","20"
"Cali","blkpho","Black Phoebe","Sayornis nigricans","species","48","48","20"
"Cali","tropar","Tropical Parula","Setophaga pitiayumi","species","48","48","20"
"Cali","sltred","Slate-throated Redstart","Myioborus miniatus","species","48","48","20"
"Cali","grehon1","Green Honeycreeper","Chlorophanes spiza","species","48","48","20"
"Cali","yefgra1","Yellow-faced Grassquit","Tiaris olivaceus","species","48","48","20"
