"city_name","ebird_code","common_name","scientific_name","species_category","number_of_non_zero_frequency","longest_run_of_non_zero_frequency","smallest_precision"
"Accra","piecro1","Pied Crow","Corvus albus","species","48","48","20"
"Accra","laudov1","Laughing Dove","Streptopelia senegalensis","species","48","48","20"
"Accra","combul2","Common Bulbul","Pycnonotus barbatus","species","48","48","20"
"Accra","categr","Cattle Egret","Bubulcus ibis","species","48","48","20"
"Accra","blakit1","Black Kite","Milvus migrans","species","48","48","20"
"Accra","wesple1","Western Plantain-eater","Crinifer piscator","species","48","48","20"
"Accra","sencou1","Senegal Coucal","Centropus senegalensis","species","48","48","20"
"Accra","reedov1","Red-eyed Dove","Streptopelia semitorquata","species","48","48","20"
"Accra","yebshr1","Yellow-billed Shrike","Corvinella corvina","species","48","48","20"
"Accra","afrthr1","African Thrush","Turdus pelios","species","48","48","20"
"Accra","wookin1","Woodland Kingfisher","Halcyon senegalensis","species","48","48","20"
"Accra","grewoo2","Green Woodhoopoe","Phoeniculus purpureus","species","48","48","20"
"Accra","afghor1","African Gray Hornbill","Lophoceros nasutus","species","48","48","20"
"Accra","lotcor1","Long-tailed Cormorant","Microcarbo africanus","species","48","48","20"
"Accra","dotbar1","Double-toothed Barbet","Lybius bidentatus","species","48","48","20"
"Accra","broman1","Bronze Mannikin","Spermestes cucullata","species","48","48","20"
"Accra","litswi1","Little Swift","Apus affinis","species","48","48","20"
"Accra","senpar","Senegal Parrot","Poicephalus senegalus","species","48","48","20"
"Accra","shikra1","Shikra","Accipiter badius","species","48","48","20"
"Accra","pugsta1","Purple Starling","Lamprotornis purpureus","species","48","48","20"
"Accra","gyhspa1","Northern Gray-headed Sparrow","Passer griseus","species","48","48","20"
"Accra","piekin1","Pied Kingfisher","Ceryle rudis","species","48","48","20"
"Accra","spgsta1","Splendid Starling","Lamprotornis splendidus","species","48","48","20"
"Accra","spwlap1","Spur-winged Lapwing","Vanellus spinosus","species","48","48","20"
"Accra","rorpar","Rose-ringed Parakeet","Psittacula krameri","species","48","48","20"
"Accra","afpswi1","African Palm-Swift","Cypsiurus parvus","species","48","48","20"
"Accra","hoovul1","Hooded Vulture","Necrosyrtes monachus","species","48","48","20"
"Accra","watlap1","Wattled Lapwing","Vanellus senegallus","species","47","26","20"
"Accra","copsun2","Copper Sunbird","Cinnyris cupreus","species","48","48","20"
"Accra","vilwea1","Village Weaver","Ploceus cucullatus","species","48","48","20"
"Accra","setkne1","Senegal Thick-knee","Burhinus senegalensis","species","47","33","20"
"Accra","ethswa1","Ethiopian Swallow","Hirundo aethiopica","species","48","48","20"
"Accra","bkwsti","Black-winged Stilt","Himantopus himantopus","species","47","37","20"
"Accra","comsan","Common Sandpiper","Actitis hypoleucos","species","41","23","20"
"Accra","afrjac1","African Jacana","Actophilornis africanus","species","46","32","20"
"Accra","litegr","Little Egret","Egretta garzetta","species","46","42","20"
"Accra","squher1","Squacco Heron","Ardeola ralloides","species","45","41","20"
"Accra","rocpig","Rock Pigeon","Columba livia","species","48","48","20"
"Accra","brobab1","Brown Babbler","Turdoides plebejus","species","48","48","20"
"Accra","commoo3","Eurasian Moorhen","Gallinula chloropus","species","48","48","20"
"Accra","splsun2","Splendid Sunbird","Cinnyris coccinigastrus","species","48","48","20"
"Accra","comgon1","Yellow-crowned Gonolek","Laniarius barbarus","species","48","48","20"
"Accra","greegr","Great Egret","Ardea alba","species","44","30","20"
"Accra","werher","Western Reef-Heron","Egretta gularis","species","46","36","20"
"Accra","woosan","Wood Sandpiper","Tringa glareola","species","36","21","20"
"Accra","comgre","Common Greenshank","Tringa nebularia","species","45","25","20"
"Accra","eurkes","Eurasian Kestrel","Falco tinnunculus","species","48","48","20"
"Accra","wfwduc1","White-faced Whistling-Duck","Dendrocygna viduata","species","45","23","20"
"Accra","grbcam1","Green-backed Camaroptera","Camaroptera brachyura","species","47","46","20"
"Accra","integr","Intermediate Egret","Ardea intermedia","species","44","31","20"
"Accra","blaher1","Black Heron","Egretta ardesiaca","species","46","36","20"
"Accra","brbrol1","Broad-billed Roller","Eurystomus glaucurus","species","45","29","20"
"Accra","piapia1","Piapiac","Ptilostomus afer","species","47","39","20"
"Accra","wtbeat1","White-throated Bee-eater","Merops albicollis","species","35","26","20"
"Accra","strher","Striated Heron","Butorides striata","species","47","32","20"
"Accra","orabis1","Northern Red Bishop","Euplectes franciscanus","species","37","32","20"
"Accra","wincis3","Winding Cisticola","Cisticola marginatus","species","42","20","20"
"Accra","purher1","Purple Heron","Ardea purpurea","species","40","32","20"
"Accra","grywoo1","African Gray Woodpecker","Chloropicus goertae","species","45","23","20"
"Accra","bcnher","Black-crowned Night-Heron","Nycticorax nycticorax","species","46","24","20"
"Accra","graher1","Gray Heron","Ardea cinerea","species","45","32","20"
"Accra","afpwag1","African Pied Wagtail","Motacilla aguimp","species","42","23","20"
"Accra","ltgsta1","Long-tailed Glossy Starling","Lamprotornis caudatus","species","43","29","20"
"Accra","bswdov1","Blue-spotted Wood-Dove","Turtur afer","species","45","13","20"
"Accra","babfir1","Bar-breasted Firefinch","Lagonosticta rufopicta","species","44","36","20"
"Accra","libeat1","Little Bee-eater","Merops pusillus","species","44","22","20"
"Accra","guitur1","Guinea Turaco","Tauraco persa","species","46","18","20"
"Accra","tafpri1","Tawny-flanked Prinia","Prinia subflava","species","45","21","20"
"Accra","bbwdov1","Black-billed Wood-Dove","Turtur abyssinicus","species","45","36","20"
"Accra","blkter","Black Tern","Chlidonias niger","species","36","28","20"
"Accra","colpra","Collared Pratincole","Glareola pratincola","species","35","26","20"
"Accra","lbesta1","Lesser Blue-eared Starling","Lamprotornis chloropterus","species","44","17","20"
"Accra","zitcis1","Zitting Cisticola","Cisticola juncidis","species","35","30","20"
"Accra","mosswa2","Mosque Swallow","Cecropis senegalensis","species","45","21","20"
"Accra","whimbr","Whimbrel","Numenius phaeopus","species","40","23","20"
"Accra","norpuf1","Northern Puffback","Dryoscopus gambensis","species","38","14","20"
"Accra","vindov1","Vinaceous Dove","Streptopelia vinacea","species","44","25","20"
"Accra","malkin1","Malachite Kingfisher","Corythornis cristatus","species","44","21","20"
"Accra","corplo","Common Ringed Plover","Charadrius hiaticula","species","26","10","20"
"Accra","grykes1","Gray Kestrel","Falco ardosiaceus","species","43","26","20"
"Accra","bkskit1","Black-winged Kite","Elanus caeruleus","species","34","16","20"
"Accra","plbpip1","Plain-backed Pipit","Anthus leucophrys","species","35","21","20"
"Accra","motspi1","Mottled Spinetail","Telacanthura ussheri","species","39","13","20"
"Accra","blwbis1","Black-winged Bishop","Euplectes hordeaceus","species","36","19","20"
"Accra","afphor1","African Pied Hornbill","Lophoceros fasciatus","species","42","18","20"
"Accra","barswa","Barn Swallow","Hirundo rustica","species","33","15","20"
"Accra","senere1","Senegal Eremomela","Eremomela pusilla","species","40","27","20"
"Accra","eaywag1","Western Yellow Wagtail","Motacilla flava","species","24","10","20"
"Accra","bkctch1","Black-crowned Tchagra","Tchagra senegalus","species","38","13","20"
"Accra","marsan","Marsh Sandpiper","Tringa stagnatilis","species","26","15","20"
"Accra","btgsta1","Bronze-tailed Starling","Lamprotornis chalcurus","species","45","29","20"
"Accra","litgre1","Little Grebe","Tachybaptus ruficollis","species","36","9","20"
"Accra","dosfra2","Double-spurred Francolin","Pternistis bicalcaratus","species","29","7","20"
"Accra","yeftin1","Yellow-fronted Tinkerbird","Pogoniulus chrysoconus","species","39","15","20"
"Accra","blnwea1","Black-necked Weaver","Ploceus nigricollis","species","41","26","20"
"Accra","litter1","Little Tern","Sternula albifrons","species","30","26","20"
"Accra","blacra1","Black Crake","Zapornia flavirostra","species","32","13","20"
"Accra","levcuc1","Levaillant's Cuckoo","Clamator levaillantii","species","36","31","20"
"Accra","blbrol1","Blue-bellied Roller","Coracias cyanogaster","species","37","13","20"
"Accra","blabab2","Blackcap Babbler","Turdoides reinwardtii","species","38","13","20"
"Accra","grepar","Gray Parrot","Psittacus erithacus","species","37","13","20"
"Accra","orcwax","Orange-cheeked Waxbill","Estrilda melpoda","species","34","10","20"
"Accra","didcuc1","Dideric Cuckoo","Chrysococcyx caprius","species","27","14","60"
"Accra","afrhob1","African Hobby","Falco cuvierii","species","34","15","20"
"Accra","simgre1","Simple Greenbul","Chlorocichla simplex","species","35","12","20"
"Accra","beabar1","Bearded Barbet","Lybius dubius","species","35","13","20"
"Accra","cursan","Curlew Sandpiper","Calidris ferruginea","species","26","17","20"
"Accra","lizbuz1","Lizard Buzzard","Kaupifalco monogrammicus","species","36","10","20"
"Accra","bkbplo","Black-bellied Plover","Pluvialis squatarola","species","26","18","20"
"Accra","grnsan","Green Sandpiper","Tringa ochropus","species","29","9","20"
"Accra","royter1","Royal Tern","Thalasseus maximus","species","34","8","20"
"Accra","scrcha1","Snowy-crowned Robin-Chat","Cossypha niveicapilla","species","33","9","20"
"Accra","yecbis","Yellow-crowned Bishop","Euplectes afer","species","26","20","20"
"Accra","pitwhy","Pin-tailed Whydah","Vidua macroura","species","24","10","20"
"Accra","piphor1","Piping Hornbill","Bycanistes fistulator","species","35","14","20"
"Accra","litsti","Little Stint","Calidris minuta","species","26","15","20"
"Accra","blhcou2","Blue-headed Coucal","Centropus monachus","species","28","9","20"
"Accra","wemhar1","Eurasian Marsh-Harrier","Circus aeruginosus","species","16","8","20"
"Accra","gyhbus1","Gray-headed Bushshrike","Malaconotus blanchoti","species","31","13","20"
"Accra","lanfal1","Lanner Falcon","Falco biarmicus","species","35","6","20"
"Accra","yetlon1","Yellow-throated Longclaw","Macronyx croceus","species","27","9","20"
"Accra","pawind1","Wilson's Indigobird","Vidua wilsoni","species","25","7","20"
"Accra","santer1","Sandwich Tern","Thalasseus sandvicensis","species","24","5","20"
"Accra","viotur1","Violet Turaco","Musophaga violacea","species","29","8","20"
"Accra","sccsun2","Scarlet-chested Sunbird","Chalcomitra senegalensis","species","28","8","20"
"Accra","refcis1","Red-faced Cisticola","Cisticola erythrops","species","26","9","20"
"Accra","sincis1","Singing Cisticola","Cisticola cantans","species","27","9","20"
"Accra","viebar1","Vieillot's Barbet","Lybius vieilloti","species","28","6","20"
"Accra","supsun2","Superb Sunbird","Cinnyris superbus","species","26","13","20"
"Accra","bktgod","Black-tailed Godwit","Limosa limosa","species","17","8","20"
"Accra","litbit1","Little Bittern","Ixobrychus minutus","species","19","11","20"
"Accra","purswa2","African Swamphen","Porphyrio madagascariensis","species","21","10","20"
"Accra","sander","Sanderling","Calidris alba","species","19","17","20"
"Accra","kitplo1","Kittlitz's Plover","Charadrius pecuarius","species","19","10","20"
"Accra","ruff","Ruff","Calidris pugnax","species","17","9","20"
"Accra","rebhor1","Northern Red-billed Hornbill","Tockus erythrorhynchus","species","27","7","20"
"Accra","sifcis1","Siffling Cisticola","Cisticola brachypterus","species","15","9","20"
"Accra","afpkin1","African Pygmy-Kingfisher","Ispidina picta","species","27","9","20"
"Accra","darter3","African Darter","Anhinga rufa","species","23","8","20"
"Accra","lotnig1","Long-tailed Nightjar","Caprimulgus climacurus","species","24","6","20"
"Accra","comswi","Common Swift","Apus apus","species","25","8","20"
"Accra","rehlov1","Red-headed Lovebird","Agapornis pullarius","species","22","6","20"
"Accra","viewea1","Vieillot's Weaver","Ploceus nigerrimus","species","16","7","20"
"Accra","yetgre1","Yellow-throated Greenbul","Atimastillas flavicollis","species","19","8","20"
"Accra","grswar2","Greater Swamp Warbler","Acrocephalus rufescens","species","24","9","20"
"Accra","gnhsun1","Green-headed Sunbird","Cyanomitra verticalis","species","25","6","20"
"Accra","eurcur","Eurasian Curlew","Numenius arquata","species","21","5","20"
"Accra","slbwea1","Slender-billed Weaver","Ploceus pelzelni","species","19","6","20"
"Accra","blhher1","Black-headed Heron","Ardea melanocephala","species","20","6","20"
"Accra","comter","Common Tern","Sterna hirundo","species","13","6","20"
"Accra","norfis1","Northern Fiscal","Lanius humeralis","species","14","5","20"
"Accra","spofly1","Spotted Flycatcher","Muscicapa striata","species","14","7","20"
"Accra","ctgsta1","Copper-tailed Starling","Hylopsar cupreocauda","species","10","5","20"
"Accra","btweye2","Brown-throated Wattle-eye","Platysteira cyanea","species","18","4","20"
"Accra","comred1","Common Redshank","Tringa totanus","species","19","10","20"
"Accra","gyhkin1","Gray-headed Kingfisher","Halcyon leucocephala","species","9","3","20"
"Accra","gbesta1","Greater Blue-eared Starling","Lamprotornis chalybaeus","species","15","5","20"
"Accra","rebfir2","Red-billed Firefinch","Lagonosticta senegala","species","20","3","20"
"Accra","mogwar1","Moustached Grass-Warbler","Melocichla mentalis","species","14","7","20"
"Accra","gabgos2","Gabar Goshawk","Micronisus gabar","species","21","5","20"
"Accra","yeswid2","Yellow-mantled Widowbird","Euplectes macroura","species","15","6","20"
"Accra","norcro1","Northern Crombec","Sylvietta brachyura","species","19","6","20"
"Accra","gloibi","Glossy Ibis","Plegadis falcinellus","species","14","5","20"
"Accra","bawman1","Black-and-white Mannikin","Spermestes bicolor","species","13","4","20"
"Accra","crocis1","Croaking Cisticola","Cisticola natalensis","species","13","4","20"
"Accra","blsbil1","Black Scimitarbill","Rhinopomastus aterrimus","species","18","5","20"
"Accra","spored","Spotted Redshank","Tringa erythropus","species","14","8","20"
"Accra","olbsun3","Olive-bellied Sunbird","Cinnyris chloropygius","species","12","5","20"
"Accra","melwar1","Melodious Warbler","Hippolais polyglotta","species","15","10","20"
"Accra","witswa1","Wire-tailed Swallow","Hirundo smithii","species","15","4","20"
"Accra","rocmar2","Rock Martin","Ptyonoprogne fuligula","species","12","3","20"
"Accra","yefcan","Yellow-fronted Canary","Crithagra mozambica","species","13","5","20"
"Accra","klacuc1","Klaas's Cuckoo","Chrysococcyx klaas","species","12","4","20"
"Accra","colsun2","Collared Sunbird","Hedydipna collaris","species","10","4","60"
"Accra","cohmar1","Common House-Martin","Delichon urbicum","species","11","3","20"
"Accra","refpar5","Red-fronted Parrot","Poicephalus gulielmi","species","12","3","20"
"Accra","rudtur","Ruddy Turnstone","Arenaria interpres","species","10","5","20"
"Accra","grpsni1","Greater Painted-Snipe","Rostratula benghalensis","species","9","5","20"
"Accra","osprey","Osprey","Pandion haliaetus","species","12","6","20"
"Accra","yertin1","Yellow-rumped Tinkerbird","Pogoniulus bilineatus","species","10","7","20"
"Accra","batgod","Bar-tailed Godwit","Limosa lapponica","species","5","4","60"
"Accra","whwter","White-winged Tern","Chlidonias leucopterus","species","12","3","20"
"Accra","tamdov1","Tambourine Dove","Turtur tympanistria","species","11","4","20"
"Accra","varsun2","Variable Sunbird","Cinnyris venustus","species","10","6","20"
"Accra","blncis1","Black-backed Cisticola","Cisticola eximius","species","13","3","20"
"Accra","vibsta2","Violet-backed Starling","Cinnyricinclus leucogaster","species","8","3","20"
"Accra","lesmoo1","Lesser Moorhen","Paragallinula angulata","species","9","5","20"
"Accra","carwoo1","Cardinal Woodpecker","Chloropicus fuscescens","species","11","3","20"
"Accra","fotdro4","Glossy-backed Drongo","Dicrurus divaricatus","species","8","3","60"
"Accra","grecro1","Green Crombec","Sylvietta virens","species","9","5","20"
"Accra","flalar1","Flappet Lark","Mirafra rufocinnamomea","species","6","3","20"
"Accra","afffin","African Firefinch","Lagonosticta rubricata","species","12","6","20"
"Accra","lirplo","Little Ringed Plover","Charadrius dubius","species","7","4","20"
"Accra","euhbuz1","European Honey-buzzard","Pernis apivorus","species","8","4","20"
"Accra","renbuz1","Red-necked Buzzard","Buteo auguralis","species","9","4","20"
"Accra","vimwea1","Vitelline Masked-Weaver","Ploceus vitellinus","species","9","3","20"
"Accra","stopar1","Stone Partridge","Ptilopachus petrosus","species","9","4","20"
"Accra","afrcuh1","African Cuckoo-Hawk","Aviceda cuculoides","species","11","8","20"
"Accra","preswa2","Preuss's Swallow","Petrochelidon preussi","species","10","3","20"
"Accra","leaf-l1","Leaf-love","Phyllastrephus scandens","species","8","3","20"
"Accra","bkrwax","Black-rumped Waxbill","Estrilda troglodytes","species","9","5","20"
"Accra","afgori2","African Golden Oriole","Oriolus auratus","species","11","3","20"
"Accra","oriwar2","Oriole Warbler","Hypergerus atriceps","species","8","4","60"
"Accra","rescus1","Red-shouldered Cuckooshrike","Campephaga phoenicea","species","8","4","60"
"Accra","dwabit1","Dwarf Bittern","Ixobrychus sturmii","species","6","3","20"
"Accra","rucswa2","Rufous-chested Swallow","Cecropis semirufa","species","9","3","20"
"Accra","rewpri1","Red-winged Prinia","Prinia erythroptera","species","9","3","20"
"Accra","growea1","Grosbeak Weaver","Amblyospiza albifrons","species","9","5","60"
"Accra","blacou1","Black Coucal","Centropus grillii","species","8","3","20"
"Accra","gubter1","Gull-billed Tern","Gelochelidon nilotica","species","4","3","60"
"Accra","eaosun1","Olive Sunbird","Cyanomitra olivacea","species","9","4","20"
"Accra","wlwwar","Willow Warbler","Phylloscopus trochilus","species","9","6","20"
"Accra","nobfly1","Northern Black-Flycatcher","Melaenornis edolioides","species","6","2","60"
"Accra","caster1","Caspian Tern","Hydroprogne caspia","species","9","6","20"
"Accra","subbus1","Sulphur-breasted Bushshrike","Telophorus sulfureopectus","species","9","3","20"
"Accra","blbkin4","Blue-breasted Kingfisher","Halcyon malimbica","species","10","5","20"
"Accra","pieavo1","Pied Avocet","Recurvirostra avosetta","species","9","3","20"
"Accra","recgos1","Red-chested Goshawk","Accipiter toussenelii","species","9","6","20"
"Accra","quailf1","Quailfinch","Ortygospiza atricollis","species","6","5","20"
"Accra","afhhaw1","African Harrier-Hawk","Polyboroides typus","species","8","4","20"
"Accra","chwsta1","Chestnut-winged Starling","Onychognathus fulgidus","species","9","3","20"
"Accra","spetin1","Speckled Tinkerbird","Pogoniulus scolopaceus","species","4","4","60"
"Accra","trobou1","Tropical Boubou","Laniarius major","species","7","4","20"
"Accra","bhpfly1","Black-headed Paradise-Flycatcher","Terpsiphone rufiventer","species","9","3","20"
"Accra","ahafra2","Ahanta Francolin","Pternistis ahantensis","species","7","3","20"
"Accra","yellow5","Blue Malkoha","Ceuthmochares aereus","species","9","3","20"
"Accra","senlap1","Senegal Lapwing","Vanellus lugubris","species","8","3","60"
"Accra","lbbgul","Lesser Black-backed Gull","Larus fuscus","species","4","3","60"
"Accra","lessts1","Lesser Striped Swallow","Cecropis abyssinica","species","7","3","60"
"Accra","rehque1","Red-headed Quelea","Quelea erythrops","species","6","3","20"
"Accra","helgui","Helmeted Guineafowl","Numida meleagris","species","5","4","60"
"Accra","blagos1","Black Goshawk","Accipiter melanoleucus","species","6","3","60"
"Accra","graeao1","Grayish Eagle-Owl","Bubo cinerascens","species","6","3","60"
"Accra","moccha1","Mocking Cliff-Chat","Thamnolaea cinnamomeiventris","species","4","1","60"
"Accra","whhlap1","White-headed Lapwing","Vanellus albiceps","species","6","3","20"
"Accra","afrcuc1","African Cuckoo","Cuculus gularis","species","6","3","20"
"Accra","nwfowl1","Northern White-faced Owl","Ptilopsis leucotis","species","6","3","60"
"Accra","buswoo1","Buff-spotted Woodpecker","Campethera nivosa","species","4","4","60"
"Accra","recswa1","Red-chested Swallow","Hirundo lucida","species","6","3","60"
"Accra","woowar","Wood Warbler","Phylloscopus sibilatrix","species","3","3","20"
"Accra","whsblt1","White-shouldered Black-Tit","Melaniparus guineensis","species","3","1","60"
"Accra","btbsun2","Blue-throated Brown Sunbird","Cyanomitra cyanolaema","species","6","3","60"
"Accra","vemdro5","Fanti Drongo","Dicrurus atactus","species","6","3","20"
"Accra","afmdov1","Mourning Collared-Dove","Streptopelia decipiens","species","6","3","20"
"Accra","bhwdov1","Blue-headed Wood-Dove","Turtur brehmeri","species","6","3","20"
"Accra","whfplo1","White-fronted Plover","Charadrius marginatus","species","6","3","20"
"Accra","orawea1","Orange Weaver","Ploceus aurantius","species","6","3","20"
"Accra","grylon1","Gray Longbill","Macrosphenus concolor","species","5","3","20"
"Accra","palfly2","Pale Flycatcher","Agricola pallidus","species","6","3","20"
"Accra","rucrol2","Rufous-crowned Roller","Coracias naevius","species","6","4","60"
"Accra","rebque1","Red-billed Quelea","Quelea quelea","species","6","3","20"
"Accra","blhwea1","Black-headed Weaver","Ploceus melanocephalus","species","5","3","20"
"Accra","piecuc1","Pied Cuckoo","Clamator jacobinus","species","6","3","60"
"Accra","brctch1","Brown-crowned Tchagra","Tchagra australis","species","5","3","20"
"Accra","perfal","Peregrine Falcon","Falco peregrinus","species","5","3","20"
"Accra","hemwea1","Heuglin's Masked-Weaver","Ploceus heuglini","species","5","3","20"
"Accra","wesblu1","Western Bluebill","Spermophaga haematina","species","5","5","20"
"Accra","stbeat1","Swallow-tailed Bee-eater","Merops hirundineus","species","3","2","100"
"Accra","norpin","Northern Pintail","Anas acuta","species","3","1","60"
"Accra","bltrol1","Blue-throated Roller","Eurystomus gularis","species","4","2","20"
"Accra","grytif1","Gray Tit-Flycatcher","Fraseria plumbea","species","3","1","100"
"Accra","afrspo1","African Spoonbill","Platalea alba","species","4","3","60"
"Accra","motswi2","Mottled Swift","Apus aequatorialis","species","3","2","20"
"Accra","olgcam1","Olive-green Camaroptera","Camaroptera chloronota","species","3","3","20"
"Accra","bkbbus1","Black-bellied Bustard","Lissotis melanogaster","species","3","1","60"
"Accra","slbgre1","Slender-billed Greenbul","Stelgidillas gracilirostris","species","3","2","100"
"Accra","martch2","Marsh Tchagra","Tchagra minutus","species","3","3","60"
"Accra","fiswoo1","Fine-spotted Woodpecker","Campethera punctuligera","species","3","3","20"
"Accra","afbfly1","African Blue Flycatcher","Elminia longicauda","species","3","3","20"
"Accra","stwnig1","Standard-winged Nightjar","Caprimulgus longipennis","species","3","3","20"
"Accra","giakin3","Giant Kingfisher","Megaceryle maxima","species","3","3","20"
"Accra","vilind","Village Indigobird","Vidua chalybeata","species","3","3","60"
"Accra","grehon2","Greater Honeyguide","Indicator indicator","species","3","3","20"
"Accra","chbkin2","Chocolate-backed Kingfisher","Halcyon badia","species","3","3","20"
"Accra","natsta1","Narrow-tailed Starling","Poeoptera lugubris","species","3","3","20"
"Accra","wbhori1","Western Black-headed Oriole","Oriolus brachyrynchus","species","3","3","20"
"Accra","retgre1","Red-tailed Greenbul","Criniger calurus","species","3","3","20"
"Accra","bronig1","Brown Nightjar","Caprimulgus binotatus","species","3","3","60"
"Accra","beasun2","Beautiful Sunbird","Cinnyris pulchellus","species","3","3","20"
"Accra","spepig1","Speckled Pigeon","Columba guinea","species","3","3","60"
"Accra","brnpig1","Bronze-naped Pigeon","Columba iriditorques","species","3","3","60"
"Accra","soobou1","Lowland Sooty Boubou","Laniarius leucorhynchus","species","3","3","20"
"Accra","afsowl1","African Scops-Owl","Otus senegalensis","species","3","3","60"
"Accra","yebtur1","Yellow-billed Turaco","Tauraco macrorhynchus","species","4","3","20"
"Accra","spwgoo1","Spur-winged Goose","Plectropterus gambensis","species","3","2","20"
"Accra","taweag1","Tawny Eagle","Aquila rapax","species","3","2","20"
"Accra","renfal1","Red-necked Falcon","Falco chicquera","species","3","2","20"
"Accra","ruegri1","Rüppell's Griffon","Gyps rueppelli","species","3","2","20"
"Accra","sctsun2","Fraser's Sunbird","Deleornis fraseri","species","3","2","20"
"Accra","spfwea1","Speckle-fronted Weaver","Sporopipes frontalis","species","3","3","60"
"Accra","roster","Roseate Tern","Sterna dougallii","species","3","3","60"
"Accra","mobsun1","Mouse-brown Sunbird","Anthreptes gabonicus","species","3","3","60"
"Accra","golgre1","Golden Greenbul","Calyptocichla serinus","species","3","3","20"
"Accra","weawae1","West African Wattle-eye","Platysteira hormophora","species","3","3","20"
"Accra","ligsun2","Little Green Sunbird","Anthreptes seimundi","species","3","3","60"
"Accra","johsun2","Johanna's Sunbird","Cinnyris johannae","species","3","3","60"
"Accra","shidro1","Shining Drongo","Dicrurus atripennis","species","3","3","60"
"Accra","fuwduc","Fulvous Whistling-Duck","Dendrocygna bicolor","species","3","3","20"
"Accra","namdov1","Namaqua Dove","Oena capensis","species","3","3","60"
"Accra","afrgrp1","African Green-Pigeon","Treron calvus","species","2","1","100"
"Accra","comsni","Common Snipe","Gallinago gallinago","species","2","1","60"
"Accra","whinch1","Whinchat","Saxicola rubetra","species","3","1","60"
"Accra","waheag3","Wahlberg's Eagle","Hieraaetus wahlbergi","species","2","1","100"
"Accra","puvill1","Puvel's Illadopsis","Illadopsis puveli","species","3","3","20"
"Accra","whrswi1","White-rumped Swift","Apus caffer","species","3","3","20"
"Accra","blchor1","Black-casqued Hornbill","Ceratogymna atrata","species","3","3","20"
"Accra","kenplo1","Kentish Plover","Charadrius alexandrinus","species","3","3","20"
"Accra","blbeat1","Black Bee-eater","Merops gularis","species","3","3","20"
"Accra","oltcuc1","Olive Long-tailed Cuckoo","Cercococcyx olivinus","species","3","3","20"
"Accra","litwea1","Little Weaver","Ploceus luteolus","species","3","3","20"
"Accra","chbhel1","Red-billed Helmetshrike","Prionops caniceps","species","3","3","20"
"Accra","ficale3","White-tailed Alethe","Alethe diademata","species","3","3","20"
"Accra","whchor3","White-crested Hornbill","Horizocerus albocristatus","species","3","3","20"
"Accra","afpfly1","African Paradise-Flycatcher","Terpsiphone viridis","species","3","3","20"
"Accra","chbneg1","Chestnut-breasted Nigrita","Nigrita bicolor","species","3","3","20"
"Accra","whnroc1","White-necked Rockfowl","Picathartes gymnocephalus","species","3","3","20"
"Accra","bldhor1","Black Dwarf Hornbill","Horizocerus hartlaubi","species","3","3","20"
"Accra","zebwax2","Zebra Waxbill","Sporaeginthus subflavus","species","3","3","20"
"Accra","whbvul1","White-backed Vulture","Gyps africanus","species","2","2","100"
"Accra","bawfly1","Black-and-white Shrike-flycatcher","Bias musicus","species","2","2","100"
"Accra","yettin1","Yellow-throated Tinkerbird","Pogoniulus subsulphureus","species","2","2","100"
"Accra","swagre1","Swamp Greenbul","Thescelocichla leucopleura","species","2","2","100"
"Accra","butsun2","Buff-throated Sunbird","Chalcomitra adelberti","species","2","2","100"
"Accra","weabat1","West African Batis","Batis occulta","species","2","1","100"
"Accra","wcrcha1","White-crowned Robin-Chat","Cossypha albicapillus","species","2","1","100"
"Accra","planig1","Plain Nightjar","Caprimulgus inornatus","species","2","1","100"
"Accra","refpyt1","Red-faced Pytilia","Pytilia hypogrammica","species","2","1","100"
"Accra","rerswa1","Red-rumped Swallow","Cecropis daurica","species","2","1","100"
"Accra","gyttif1","Gray-throated Tit-Flycatcher","Fraseria griseigularis","species","2","1","100"
"Accra","bluqua1","Blue Quail","Synoicus adansonii","species","2","1","100"
"Accra","ayweye1","African Yellow White-eye","Zosterops senegalensis","species","2","1","60"
"Accra","retpip","Red-throated Pipit","Anthus cervinus","species","1","1","60"
"Accra","golher1","Goliath Heron","Ardea goliath","species","1","1","60"
"Accra","trepip","Tree Pipit","Anthus trivialis","species","2","1","60"
"Accra","senbat1","Senegal Batis","Batis senegalensis","species","2","1","60"
"Accra","grehyl1","Green Hylia","Hylia prasina","species","1","1","100"
"Accra","blbfir1","Black-bellied Firefinch","Lagonosticta rara","species","1","1","100"
"Accra","watkne1","Water Thick-knee","Burhinus vermiculatus","species","1","1","100"
"Accra","kemlon1","Kemp's Longbill","Macrosphenus kempi","species","1","1","100"
"Accra","gyhbri1","Gray-headed Bristlebill","Bleda canicapillus","species","1","1","100"
"Accra","gramal1","Blue-billed Malimbe","Malimbus nitens","species","1","1","100"
"Accra","litgre2","Little Greenbul","Eurillas virens","species","1","1","100"
"Accra","habbar1","Hairy-breasted Barbet","Tricholaema hirsuta","species","1","1","100"
"Accra","dacgos1","Dark Chanting-Goshawk","Melierax metabates","species","1","1","100"
"Accra","bkffir1","Black-faced Firefinch","Lagonosticta larvata","species","1","1","100"
"Accra","monhar1","Montagu's Harrier","Circus pygargus","species","1","1","100"
"Accra","cregui1","Crested Guineafowl","Guttera pucherani","species","1","1","100"
"Accra","grbeat1","Green Bee-eater","Merops orientalis","species","1","1","100"
