LOCALITY_ID,LATITUDE,LONGITUDE,CITY_NAME,POP_2015,BU_2015,ELEVATION
L1074460,37.770884400000000,-122.463805699999995,San Jose,4609129.782537000253797,1312.896572999999989,"0"
L831814,37.358389600000002,-121.973776799999996,San Jose,4609129.782537000253797,1312.896572999999989,"32"
L823954,37.549442999999997,-121.968884500000001,San Jose,4609129.782537000253797,1312.896572999999989,"268"
L651759,37.807895799999997,-122.475180899999998,San Jose,4609129.782537000253797,1312.896572999999989,"0"
L280388,37.241589900000001,-121.872709799999996,San Jose,4609129.782537000253797,1312.896572999999989,"140"
L852525,37.807173200000001,-122.424731300000005,San Jose,4609129.782537000253797,1312.896572999999989,"0"
L367436,37.506457699999999,-122.225646999999995,San Jose,4609129.782537000253797,1312.896572999999989,"-10"
L1040389,37.765303799999998,-122.500176400000001,San Jose,4609129.782537000253797,1312.896572999999989,"-10"
L615495,37.909804500000000,-122.352504699999997,San Jose,4609129.782537000253797,1312.896572999999989,"-1"
L213054,37.810139999999997,-122.410461900000001,San Jose,4609129.782537000253797,1312.896572999999989,"-10"
L1004802,37.804765799999998,-122.456231099999997,San Jose,4609129.782537000253797,1312.896572999999989,"0"
L487543,37.882212500000001,-122.303645599999996,San Jose,4609129.782537000253797,1312.896572999999989,"272"
L1833748,38.037885799999998,-122.270497800000001,San Jose,4609129.782537000253797,1312.896572999999989,"-10"
L582754,37.695231000000000,-122.190628099999998,San Jose,4609129.782537000253797,1312.896572999999989,"57"
L2135148,37.624293199999997,-122.377567299999995,San Jose,4609129.782537000253797,1312.896572999999989,"-10"
L638260,37.733220099999997,-122.503255600000003,San Jose,4609129.782537000253797,1312.896572999999989,"-10"
L1937331,37.257898200000000,-121.791365099999993,San Jose,4609129.782537000253797,1312.896572999999989,"442"
L622485,37.845833399999997,-122.301060000000007,San Jose,4609129.782537000253797,1312.896572999999989,"272"
L1277599,37.715615399999997,-122.378618700000004,San Jose,4609129.782537000253797,1312.896572999999989,"-6"
L1342437,37.535550000000001,-122.335475099999996,San Jose,4609129.782537000253797,1312.896572999999989,"-10"
L1071411,37.779975200000003,-122.513319300000006,San Jose,4609129.782537000253797,1312.896572999999989,"-10"
L1801585,37.836521800000000,-122.301079099999995,San Jose,4609129.782537000253797,1312.896572999999989,"272"
L7962294,37.436366599999999,-122.165791499999997,San Jose,4609129.782537000253797,1312.896572999999989,"1"
L1028642,37.529612600000000,-122.263981099999995,San Jose,4609129.782537000253797,1312.896572999999989,"-2"
L833683,37.732711000000002,-122.253456099999994,San Jose,4609129.782537000253797,1312.896572999999989,"-10"
L1124283,37.799052199999998,-122.473719099999997,San Jose,4609129.782537000253797,1312.896572999999989,"0"
L694875,37.442569300000002,-122.115064899999993,San Jose,4609129.782537000253797,1312.896572999999989,"1"
L677049,37.807194400000000,-122.255947899999995,San Jose,4609129.782537000253797,1312.896572999999989,"-1"
L1365876,37.856615900000001,-122.301589000000007,San Jose,4609129.782537000253797,1312.896572999999989,"272"
L502385,37.804943799999997,-122.464814200000006,San Jose,4609129.782537000253797,1312.896572999999989,"0"
L288287,37.846733600000000,-122.230377500000003,San Jose,4609129.782537000253797,1312.896572999999989,"189"
L1287291,37.800268400000000,-122.462861500000002,San Jose,4609129.782537000253797,1312.896572999999989,"0"
L998431,37.781077600000003,-122.514365299999994,San Jose,4609129.782537000253797,1312.896572999999989,"-10"
L452554,37.547877800000002,-121.960430099999996,San Jose,4609129.782537000253797,1312.896572999999989,"268"
L387571,37.366422499999999,-121.939004699999998,San Jose,4609129.782537000253797,1312.896572999999989,"32"
L247936,37.642845600000001,-122.397026400000001,San Jose,4609129.782537000253797,1312.896572999999989,"-10"
L1028646,37.526541000000002,-122.259592999999995,San Jose,4609129.782537000253797,1312.896572999999989,"-2"
L604022,37.773521799999997,-122.394819299999995,San Jose,4609129.782537000253797,1312.896572999999989,"-10"
L1132368,37.772682300000000,-122.456960699999996,San Jose,4609129.782537000253797,1312.896572999999989,"0"
L1317790,37.323715999999997,-121.862548000000004,San Jose,4609129.782537000253797,1312.896572999999989,"104"
L388949,37.770710500000000,-122.481814000000000,San Jose,4609129.782537000253797,1312.896572999999989,"0"
L598333,37.705536500000001,-122.055745099999996,San Jose,4609129.782537000253797,1312.896572999999989,"236"
L848303,37.597348900000000,-122.365674400000003,San Jose,4609129.782537000253797,1312.896572999999989,"-10"
L1787495,37.904564000000001,-122.367608599999997,San Jose,4609129.782537000253797,1312.896572999999989,"-1"
L870863,37.767584100000001,-122.481871600000005,San Jose,4609129.782537000253797,1312.896572999999989,"0"
L5141312,37.553280800000003,-122.246975899999995,San Jose,4609129.782537000253797,1312.896572999999989,"-10"
L5159352,37.346082000000003,-121.872721999999996,San Jose,4609129.782537000253797,1312.896572999999989,"287"
L295710,37.266471199999998,-121.951503799999998,San Jose,4609129.782537000253797,1312.896572999999989,"46"
L816657,37.777736500000003,-122.511098399999995,San Jose,4609129.782537000253797,1312.896572999999989,"-10"
L764558,37.839394300000002,-122.311885399999994,San Jose,4609129.782537000253797,1312.896572999999989,"272"
L4486783,37.768528000000003,-122.310000000000002,San Jose,4609129.782537000253797,1312.896572999999989,"-1"
L1266027,37.865469300000001,-122.306520899999995,San Jose,4609129.782537000253797,1312.896572999999989,"272"
L780222,37.552981400000000,-122.264056199999999,San Jose,4609129.782537000253797,1312.896572999999989,"-2"
L419997,37.421653900000003,-122.068888500000000,San Jose,4609129.782537000253797,1312.896572999999989,"-1"
L1858751,37.735806199999999,-122.479701000000006,San Jose,4609129.782537000253797,1312.896572999999989,"-10"
L3334996,37.406070900000003,-121.920711999999995,San Jose,4609129.782537000253797,1312.896572999999989,"32"
L633245,37.440110300000001,-121.906099299999994,San Jose,4609129.782537000253797,1312.896572999999989,"443"
L1239780,37.867891700000001,-122.318741099999997,San Jose,4609129.782537000253797,1312.896572999999989,"272"
L1330993,37.767454700000002,-122.511758799999996,San Jose,4609129.782537000253797,1312.896572999999989,"-10"
L2314909,37.897731499999999,-122.324953100000002,San Jose,4609129.782537000253797,1312.896572999999989,"272"
L678891,37.401170299999997,-121.944927000000007,San Jose,4609129.782537000253797,1312.896572999999989,"32"
L7005825,37.371350900000003,-121.928908800000002,San Jose,4609129.782537000253797,1312.896572999999989,"32"
L775682,37.601516199999999,-122.368640900000003,San Jose,4609129.782537000253797,1312.896572999999989,"-10"
L1575033,37.766389500000002,-122.501915600000004,San Jose,4609129.782537000253797,1312.896572999999989,"-10"
L389606,37.805181200000000,-122.428550700000002,San Jose,4609129.782537000253797,1312.896572999999989,"0"
L1071807,37.328280200000002,-121.809818699999994,San Jose,4609129.782537000253797,1312.896572999999989,"442"
L420537,37.521053999999999,-122.250071100000000,San Jose,4609129.782537000253797,1312.896572999999989,"-2"
L1284799,37.795929999999998,-122.396467999999999,San Jose,4609129.782537000253797,1312.896572999999989,"-10"
L594831,37.766168899999997,-122.282466900000003,San Jose,4609129.782537000253797,1312.896572999999989,"-1"
L502380,37.738124300000003,-122.372546200000002,San Jose,4609129.782537000253797,1312.896572999999989,"-6"
L4976475,37.333572599999997,-121.899484999999999,San Jose,4609129.782537000253797,1312.896572999999989,"287"
L998381,37.787708299999998,-122.479147900000001,San Jose,4609129.782537000253797,1312.896572999999989,"0"
L5162517,37.591405799999997,-122.359027900000001,San Jose,4609129.782537000253797,1312.896572999999989,"-10"
L109468,37.785829499999998,-122.317011100000002,San Jose,4609129.782537000253797,1312.896572999999989,"-1"
L1059758,37.349349500000002,-121.940217000000004,San Jose,4609129.782537000253797,1312.896572999999989,"32"
L1365886,37.886774699999997,-122.316287500000001,San Jose,4609129.782537000253797,1312.896572999999989,"272"
L585429,37.572678099999997,-122.013301799999994,San Jose,4609129.782537000253797,1312.896572999999989,"59"
L2529687,37.633398000000000,-122.497955599999997,San Jose,4609129.782537000253797,1312.896572999999989,"-10"
L1111386,37.768577499999999,-122.467131600000002,San Jose,4609129.782537000253797,1312.896572999999989,"0"
L6530472,37.435150000000000,-122.102341999999993,San Jose,4609129.782537000253797,1312.896572999999989,"1"
L1333065,37.804803100000001,-122.430734599999994,San Jose,4609129.782537000253797,1312.896572999999989,"0"
L508074,37.767837600000000,-122.441401200000001,San Jose,4609129.782537000253797,1312.896572999999989,"0"
L1011626,37.768424899999999,-122.491786500000003,San Jose,4609129.782537000253797,1312.896572999999989,"0"
L1041589,37.653224399999999,-122.427381299999993,San Jose,4609129.782537000253797,1312.896572999999989,"-10"
L502341,37.749000700000003,-122.145845899999998,San Jose,4609129.782537000253797,1312.896572999999989,"176"
L834176,37.927443099999998,-122.393617599999999,San Jose,4609129.782537000253797,1312.896572999999989,"-1"
L848605,37.965498900000000,-122.376043800000005,San Jose,4609129.782537000253797,1312.896572999999989,"-1"
L247968,37.699054400000001,-122.435618099999999,San Jose,4609129.782537000253797,1312.896572999999989,"-10"
L803630,37.746353900000003,-122.225132000000002,San Jose,4609129.782537000253797,1312.896572999999989,"57"
L611277,37.245395700000003,-121.969571099999996,San Jose,4609129.782537000253797,1312.896572999999989,"232"
L1022599,37.729401699999997,-122.506903399999999,San Jose,4609129.782537000253797,1312.896572999999989,"-10"
L803642,37.795135399999999,-122.260322599999995,San Jose,4609129.782537000253797,1312.896572999999989,"-1"
L1415714,37.909600900000001,-122.327452899999997,San Jose,4609129.782537000253797,1312.896572999999989,"272"
L445199,37.793015900000000,-122.455565899999996,San Jose,4609129.782537000253797,1312.896572999999989,"0"
L1339566,37.423822800000003,-122.209396900000002,San Jose,4609129.782537000253797,1312.896572999999989,"0"
L668827,37.787447200000003,-122.469541300000003,San Jose,4609129.782537000253797,1312.896572999999989,"0"
L379792,37.588254800000001,-122.348041499999994,San Jose,4609129.782537000253797,1312.896572999999989,"-10"
L637918,37.769646100000003,-122.457733200000007,San Jose,4609129.782537000253797,1312.896572999999989,"0"
L454384,37.720762899999997,-122.418250999999998,San Jose,4609129.782537000253797,1312.896572999999989,"-10"
L3269799,37.572575999999998,-122.260976999999997,San Jose,4609129.782537000253797,1312.896572999999989,"-2"
L2341638,37.659714299999997,-122.380126099999998,San Jose,4609129.782537000253797,1312.896572999999989,"-10"
L615728,37.554648499999999,-122.054500599999997,San Jose,4609129.782537000253797,1312.896572999999989,"59"
L732799,37.337798399999997,-121.885119099999997,San Jose,4609129.782537000253797,1312.896572999999989,"287"
L485068,37.808037800000001,-122.438807499999996,San Jose,4609129.782537000253797,1312.896572999999989,"0"
L810126,37.798956799999999,-122.260361500000002,San Jose,4609129.782537000253797,1312.896572999999989,"-1"
L1328365,37.335894799999998,-121.867451399999993,San Jose,4609129.782537000253797,1312.896572999999989,"287"
L458821,37.819141199999997,-122.371044200000000,San Jose,4609129.782537000253797,1312.896572999999989,"-10"
L587039,37.573460400000002,-121.981244099999998,San Jose,4609129.782537000253797,1312.896572999999989,"268"
L694970,37.362596600000003,-122.037141300000002,San Jose,4609129.782537000253797,1312.896572999999989,"15"
L553325,37.802816100000001,-122.448248899999996,San Jose,4609129.782537000253797,1312.896572999999989,"0"
L1047906,37.801476700000002,-122.479147900000001,San Jose,4609129.782537000253797,1312.896572999999989,"0"
L864592,37.909804500000000,-122.389197300000006,San Jose,4609129.782537000253797,1312.896572999999989,"-1"
L444507,37.455374100000000,-122.248949999999994,San Jose,4609129.782537000253797,1312.896572999999989,"0"
L2700368,37.895091200000003,-122.304965300000006,San Jose,4609129.782537000253797,1312.896572999999989,"272"
L4958118,37.358259400000001,-121.874717500000003,San Jose,4609129.782537000253797,1312.896572999999989,"287"
L694850,37.453307299999999,-122.120611699999998,San Jose,4609129.782537000253797,1312.896572999999989,"1"
L389608,37.803248400000001,-122.406020200000000,San Jose,4609129.782537000253797,1312.896572999999989,"-10"
L773892,37.405712899999997,-121.955237400000001,San Jose,4609129.782537000253797,1312.896572999999989,"32"
L284760,37.421411100000000,-122.070414400000004,San Jose,4609129.782537000253797,1312.896572999999989,"-1"
L1035385,37.752427900000001,-122.461735000000004,San Jose,4609129.782537000253797,1312.896572999999989,"0"
L632766,37.258137300000001,-122.035317399999997,San Jose,4609129.782537000253797,1312.896572999999989,"61"
L1248729,37.523341600000002,-122.320404100000005,San Jose,4609129.782537000253797,1312.896572999999989,"-2"
L1321876,37.542628700000002,-122.248821300000003,San Jose,4609129.782537000253797,1312.896572999999989,"-10"
L1061321,37.410187100000002,-122.138893600000003,San Jose,4609129.782537000253797,1312.896572999999989,"34"
L828154,37.807614000000001,-122.421340900000004,San Jose,4609129.782537000253797,1312.896572999999989,"0"
L1337868,37.753975199999999,-122.447729100000004,San Jose,4609129.782537000253797,1312.896572999999989,"0"
L598129,37.764744000000000,-122.439022100000003,San Jose,4609129.782537000253797,1312.896572999999989,"0"
L210223,37.238511600000002,-121.970987300000004,San Jose,4609129.782537000253797,1312.896572999999989,"232"
L1197135,37.804341999999998,-122.479555599999998,San Jose,4609129.782537000253797,1312.896572999999989,"0"
L3972709,37.564390699999997,-122.069756999999996,San Jose,4609129.782537000253797,1312.896572999999989,"59"
L604497,37.530812300000001,-122.249035800000001,San Jose,4609129.782537000253797,1312.896572999999989,"-10"
L1864927,37.770619699999997,-122.467470100000000,San Jose,4609129.782537000253797,1312.896572999999989,"0"
L3508357,37.749475799999999,-122.406234699999999,San Jose,4609129.782537000253797,1312.896572999999989,"-6"
L1432609,37.871208299999999,-122.264172299999998,San Jose,4609129.782537000253797,1312.896572999999989,"272"
L3269646,37.535627800000000,-122.271335699999995,San Jose,4609129.782537000253797,1312.896572999999989,"-2"
L1764657,37.898123800000000,-122.304730800000002,San Jose,4609129.782537000253797,1312.896572999999989,"272"
L2753011,37.722321700000002,-122.477439899999993,San Jose,4609129.782537000253797,1312.896572999999989,"-10"
L2290901,37.742281599999998,-122.508029899999997,San Jose,4609129.782537000253797,1312.896572999999989,"-10"
L2377313,37.890326000000002,-122.314764999999994,San Jose,4609129.782537000253797,1312.896572999999989,"272"
L2889406,37.806156000000001,-122.258112400000002,San Jose,4609129.782537000253797,1312.896572999999989,"-1"
L2467054,37.723733099999997,-122.383790000000005,San Jose,4609129.782537000253797,1312.896572999999989,"-6"
L3267660,37.591519400000003,-122.343685600000001,San Jose,4609129.782537000253797,1312.896572999999989,"-10"
L5137305,37.417659000000000,-121.970077000000003,San Jose,4609129.782537000253797,1312.896572999999989,"226"
L4309025,37.342755799999999,-121.975193000000004,San Jose,4609129.782537000253797,1312.896572999999989,"32"
L6228319,37.378036000000002,-121.888396999999998,San Jose,4609129.782537000253797,1312.896572999999989,"287"
L2680190,37.226575900000000,-121.833379300000004,San Jose,4609129.782537000253797,1312.896572999999989,"140"
L9516675,37.884613899999998,-122.269238200000004,San Jose,4609129.782537000253797,1312.896572999999989,"272"
L4977180,37.316921899999997,-121.902526600000002,San Jose,4609129.782537000253797,1312.896572999999989,"104"
L794465,37.745658200000001,-122.375548100000003,San Jose,4609129.782537000253797,1312.896572999999989,"-6"
L911790,37.777278600000002,-122.301478399999993,San Jose,4609129.782537000253797,1312.896572999999989,"-1"
L1433536,37.706663100000000,-122.393727999999996,San Jose,4609129.782537000253797,1312.896572999999989,"-6"
L1012572,37.535291700000002,-122.277783799999995,San Jose,4609129.782537000253797,1312.896572999999989,"-2"
L10133966,37.804932299999997,-122.469356700000006,San Jose,4609129.782537000253797,1312.896572999999989,"0"
L3452293,37.345784399999999,-122.070272000000003,San Jose,4609129.782537000253797,1312.896572999999989,"15"
L1091523,37.710001200000001,-122.486915600000003,San Jose,4609129.782537000253797,1312.896572999999989,"-10"
L299860,37.314065499999998,-122.063012099999995,San Jose,4609129.782537000253797,1312.896572999999989,"61"
L765273,37.675023400000001,-122.381429699999998,San Jose,4609129.782537000253797,1312.896572999999989,"-6"
L1067697,37.806528999999998,-122.439322500000003,San Jose,4609129.782537000253797,1312.896572999999989,"0"
L285281,37.870922700000001,-122.315038900000005,San Jose,4609129.782537000253797,1312.896572999999989,"272"
L3235976,37.885404800000003,-122.261438400000003,San Jose,4609129.782537000253797,1312.896572999999989,"272"
L807425,37.428025800000000,-121.975847500000000,San Jose,4609129.782537000253797,1312.896572999999989,"226"
L1416804,37.877893899999997,-122.309763799999999,San Jose,4609129.782537000253797,1312.896572999999989,"272"
L952893,37.500857199999999,-122.224938899999998,San Jose,4609129.782537000253797,1312.896572999999989,"-10"
L1074988,37.769069399999999,-122.464615699999996,San Jose,4609129.782537000253797,1312.896572999999989,"0"
L1365042,37.861328100000001,-122.303805600000004,San Jose,4609129.782537000253797,1312.896572999999989,"272"
L4951043,37.364262799999999,-121.854911999999999,San Jose,4609129.782537000253797,1312.896572999999989,"287"
L601796,37.673808999999999,-122.454074599999998,San Jose,4609129.782537000253797,1312.896572999999989,"-10"
L3278206,37.426394199999997,-122.074166500000004,San Jose,4609129.782537000253797,1312.896572999999989,"-1"
L242136,37.688515600000002,-122.396281999999999,San Jose,4609129.782537000253797,1312.896572999999989,"-6"
L1745122,37.806545900000003,-122.466380599999994,San Jose,4609129.782537000253797,1312.896572999999989,"0"
L4197326,37.343993200000000,-121.904747499999999,San Jose,4609129.782537000253797,1312.896572999999989,"287"
L2769960,37.725481299999998,-122.443485300000006,San Jose,4609129.782537000253797,1312.896572999999989,"-10"
L1123195,37.792422400000000,-122.458162299999998,San Jose,4609129.782537000253797,1312.896572999999989,"0"
L1337317,37.804955700000001,-122.462706499999996,San Jose,4609129.782537000253797,1312.896572999999989,"0"
L750493,37.776243999999998,-122.435588800000005,San Jose,4609129.782537000253797,1312.896572999999989,"0"
L1048752,37.726007400000000,-122.500562700000003,San Jose,4609129.782537000253797,1312.896572999999989,"-10"
L298487,37.867019300000003,-122.310233100000005,San Jose,4609129.782537000253797,1312.896572999999989,"272"
L1047876,37.790667399999997,-122.473944399999993,San Jose,4609129.782537000253797,1312.896572999999989,"0"
L990243,38.002841699999998,-122.328236099999998,San Jose,4609129.782537000253797,1312.896572999999989,"-10"
L2206127,37.770378600000001,-122.470141100000006,San Jose,4609129.782537000253797,1312.896572999999989,"0"
L987451,37.768611499999999,-122.475156799999993,San Jose,4609129.782537000253797,1312.896572999999989,"0"
L279302,37.248017599999997,-121.872882799999999,San Jose,4609129.782537000253797,1312.896572999999989,"140"
L3437393,37.246941499999998,-121.869602499999999,San Jose,4609129.782537000253797,1312.896572999999989,"140"
L5959248,37.331914500000003,-121.928629900000004,San Jose,4609129.782537000253797,1312.896572999999989,"46"
L874672,37.235641600000001,-121.881315700000002,San Jose,4609129.782537000253797,1312.896572999999989,"140"
L10000991,37.873727799999998,-122.271553800000007,San Jose,4609129.782537000253797,1312.896572999999989,"272"
L481727,37.574786899999999,-122.005920399999994,San Jose,4609129.782537000253797,1312.896572999999989,"59"
L2850878,37.305447000000001,-121.915175899999994,San Jose,4609129.782537000253797,1312.896572999999989,"104"
L1570451,37.770870799999997,-122.462406099999995,San Jose,4609129.782537000253797,1312.896572999999989,"0"
L1459294,37.773255499999998,-122.455167500000002,San Jose,4609129.782537000253797,1312.896572999999989,"0"
L1300689,37.656141499999997,-122.145577700000004,San Jose,4609129.782537000253797,1312.896572999999989,"100"
L5141376,37.498950000000001,-122.224584800000002,San Jose,4609129.782537000253797,1312.896572999999989,"0"
L5117276,37.298853999999999,-121.861188400000003,San Jose,4609129.782537000253797,1312.896572999999989,"104"
L5908097,37.508810099999998,-122.310117199999993,San Jose,4609129.782537000253797,1312.896572999999989,"-2"
L639247,37.418821100000002,-121.973208200000002,San Jose,4609129.782537000253797,1312.896572999999989,"226"
L854587,37.795223600000000,-122.394204500000001,San Jose,4609129.782537000253797,1312.896572999999989,"-10"
